Event,GPS,GPS_valtype,UTC,UTC_valtype,rho,rho_valtype,rho_errp,rho_errm,FAR,FAR_valtype,M1,M1_valtype,M1_errp,M1_errm,M2,M2_valtype,M2_errp,M2_errm,Mchirp,Mchirp_valtype,Mchirp_errp,Mchirp_errm,Mtotal,Mtotal_valtype,Mtotal_errp,Mtotal_errm,chi,chi_valtype,chi_errp,chi_errm,Mfinal,Mfinal_valtype,Mfinal_errp,Mfinal_errm,Mratio,Mratio_valtype,Mratio_errp,Mratio_errm,af,af_valtype,af_errp,af_errm,Erad,Erad_valtype,Erad_errp,Erad_errm,lpeak,lpeak_valtype,lpeak_errp,lpeak_errm,DL,DL_valtype,DL_errp,DL_errm,z,z_valtype,z_errp,z_errm,deltaOmega,deltaOmega_valtype,obsrun,obsrun_valtype,net,net_valtype,detType,detType_valtype,p_astro,p_astro_valtype
S240813c,1407555966.325,value,2024-08-13T03:46:25.325,value,,,,,0.0825,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1130.0,bestfit,340.0,-340.0,,,,,13800.0,value,O4b,value,LV,value,Candidate,value,,
S240813d,1407559171.349,value,2024-08-13T04:39:50.349,value,,,,,5.7e-11,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2080.0,bestfit,480.0,-480.0,,,,,1110.0,value,O4b,value,LV,value,Candidate,value,,
S240825ar,1408600324.979,value,2024-08-25T05:52:23.979,value,,,,,0.1,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1310.0,bestfit,310.0,-310.0,,,,,1200.0,value,O4b,value,HLV,value,Candidate,value,,
S240830gn,1409087498.392,value,2024-08-30T21:11:57.392,value,,,,,0.02,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1120.0,bestfit,300.0,-300.0,,,,,410.0,value,O4b,value,HLV,value,Candidate,value,,
S240902bq,1409322804.762,value,2024-09-02T14:33:43.762,value,,,,,0.08,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2420.0,bestfit,830.0,-830.0,,,,,584.0,value,O4b,value,HLV,value,Candidate,value,,
S240907cg,1409758731.77,value,2024-09-07T15:39:10.770,value,,,,,0.0289,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4330.0,bestfit,1450.0,-1450.0,,,,,1060.0,value,O4b,value,HLV,value,Candidate,value,,
S240908bs,1409819206.413,value,2024-09-08T08:27:05.413,value,,,,,0.01,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3350.0,bestfit,1130.0,-1130.0,,,,,74.0,value,O4b,value,HLV,value,Candidate,value,,
S240908dg,1409835112.272,value,2024-09-08T12:52:11.272,value,,,,,2.27,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5000.0,bestfit,1760.0,-1760.0,,,,,1020.0,value,O4b,value,HLV,value,Candidate,value,,
S240910ci,1409999753.495,value,2024-09-10T10:36:12.495,value,,,,,0.01,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,662.0,bestfit,166.0,-166.0,,,,,394.0,value,O4b,value,HL,value,Candidate,value,,
S240915b,1410394455.715,value,2024-09-15T00:14:34.715,value,,,,,0.01,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,872.0,bestfit,149.0,-149.0,,,,,18.0,value,O4b,value,HLV,value,Candidate,value,,
S240915bd,1410432729.059,value,2024-09-15T10:52:28.059,value,,,,,1.04e-06,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,612.0,bestfit,139.0,-139.0,,,,,4240.0,value,O4b,value,HV,value,Candidate,value,,
S240916ar,1410547450.313,value,2024-09-16T18:44:29.313,value,,,,,0.522,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1270.0,bestfit,380.0,-380.0,,,,,570.0,value,O4b,value,HLV,value,Candidate,value,,
S240917cb,1410613375.724,value,2024-09-17T13:03:14.724,value,,,,,1.7,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6660.0,bestfit,3470.0,-3470.0,,,,,8640.0,value,O4b,value,HL,value,Candidate,value,,
S240919bn,1410761777.193,value,2024-09-19T06:16:36.193,value,,,,,1.26e-12,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1710.0,bestfit,490.0,-490.0,,,,,16.0,value,O4b,value,HLV,value,Candidate,value,,
S240920bz,1410852882.482,value,2024-09-20T07:35:01.482,value,,,,,0.01,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1370.0,bestfit,310.0,-310.0,,,,,349.0,value,O4b,value,HLV,value,Candidate,value,,
S240920dw,1410871242.878,value,2024-09-20T12:41:01.878,value,,,,,3.06e-44,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,977.0,bestfit,160.0,-160.0,,,,,135.0,value,O4b,value,HL,value,Candidate,value,,
S240921cw,1410985133.792,value,2024-09-21T20:19:12.792,value,,,,,0.0253,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,866.0,bestfit,204.0,-204.0,,,,,471.0,value,O4b,value,LV,value,Candidate,value,,
S240922df,1411050084.388,value,2024-09-22T14:21:43.388,value,,,,,4.4e-17,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1180.0,bestfit,260.0,-260.0,,,,,97.0,value,O4b,value,HLV,value,Candidate,value,,
S240923ct,1411159224.105,value,2024-09-23T20:40:43.105,value,,,,,2.41e-08,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4020.0,bestfit,1080.0,-1080.0,,,,,216.0,value,O4b,value,HLV,value,Candidate,value,,
S240924a,1411171414.546,value,2024-09-24T00:03:53.546,value,,,,,0.0777,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3820.0,bestfit,1290.0,-1290.0,,,,,660.0,value,O4b,value,HLV,value,Candidate,value,,
S240925n,1411261107.99,value,2024-09-25T00:58:46.990,value,,,,,1.26e-12,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,331.0,bestfit,70.0,-70.0,,,,,14.0,value,O4b,value,HLV,value,Candidate,value,,
S240930aa,1411704017.963,value,2024-09-30T04:00:36.963,value,,,,,9.67e-12,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1400.0,bestfit,320.0,-320.0,,,,,457.0,value,O4b,value,HLV,value,Candidate,value,,
S240930du,1411775192.945,value,2024-09-30T23:46:51.945,value,,,,,0.404,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3870.0,bestfit,1400.0,-1400.0,,,,,708.0,value,O4b,value,HL,value,Candidate,value,,
S241002e,1411873577.667,value,2024-10-02T03:06:36.667,value,,,,,4.43e-14,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1370.0,bestfit,460.0,-460.0,,,,,545.0,value,O4b,value,LV,value,Candidate,value,,
S241006k,1412214831.501,value,2024-10-06T01:54:10.501,value,,,,,1.88e-34,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1900.0,bestfit,440.0,-440.0,,,,,263.0,value,O4b,value,HLV,value,Candidate,value,,
S241007bw,1412325001.193,value,2024-10-07T08:30:20.193,value,,,,,0.518,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3920.0,bestfit,1250.0,-1250.0,,,,,823.0,value,O4b,value,HLV,value,Candidate,value,,
S241009an,1412498914.795,value,2024-10-09T08:48:53.795,value,,,,,6.1e-05,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,995.0,bestfit,303.0,-303.0,,,,,299.0,value,O4b,value,HLV,value,Candidate,value,,
S241009em,1412546713.521,value,2024-10-09T22:05:32.521,value,,,,,0.0889,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2780.0,bestfit,750.0,-750.0,,,,,25.0,value,O4b,value,HLV,value,Candidate,value,,
S241009l,1412476133.687,value,2024-10-09T02:29:12.687,value,,,,,1.04,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5540.0,bestfit,1950.0,-1950.0,,,,,1600.0,value,O4b,value,HLV,value,Candidate,value,,
S241011k,1412725132.955,value,2024-10-11T23:39:11.955,value,,,,,7.99e-27,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212.0,bestfit,37.0,-37.0,,,,,72.0,value,O4b,value,HV,value,Candidate,value,,
S241101ee,1414533941.063,value,2024-11-01T22:06:00.063,value,,,,,0.000434,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2160.0,bestfit,700.0,-700.0,,,,,7670.0,value,O4b,value,LV,value,Candidate,value,,
S241102br,1414586476.788,value,2024-11-02T12:41:35.788,value,,,,,3.6e-34,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,364.0,bestfit,54.0,-54.0,,,,,28.0,value,O4b,value,HLV,value,Candidate,value,,
S241102cy,1414594067.728,value,2024-11-02T14:48:06.728,value,,,,,0.48,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3440.0,bestfit,1070.0,-1070.0,,,,,834.0,value,O4b,value,HLV,value,Candidate,value,,
S241109bn,1415188782.899,value,2024-11-09T12:00:01.899,value,,,,,0.000449,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,603.0,bestfit,159.0,-159.0,,,,,10100.0,value,O4b,value,HV,value,Candidate,value,,
S241109p,1415158415.997,value,2024-11-09T03:33:54.997,value,,,,,0.00191,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2280.0,bestfit,1080.0,-1080.0,,,,,1760.0,value,O4b,value,LV,value,Candidate,value,,
S241110br,1415277701.675,value,2024-11-10T12:42:00.675,value,,,,,0.148,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,749.0,bestfit,173.0,-173.0,,,,,102.0,value,O4b,value,HLV,value,Candidate,value,,
S241111bn,1415358970.57,value,2024-11-11T11:16:29.570,value,,,,,2.24e-22,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390.0,bestfit,410.0,-410.0,,,,,424.0,value,O4b,value,HL,value,Candidate,value,,
S241113p,1415550925.498,value,2024-11-13T16:35:44.498,value,,,,,4.64e-07,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1320.0,bestfit,400.0,-400.0,,,,,11800.0,value,O4b,value,LV,value,Candidate,value,,
S241114bi,1415663596.148,value,2024-11-14T23:53:35.148,value,,,,,5.62e-06,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,752.0,bestfit,195.0,-195.0,,,,,10100.0,value,O4b,value,LV,value,Candidate,value,,
S241114y,1415587649.78,value,2024-11-14T02:47:48.780,value,,,,,2.86e-06,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2510.0,bestfit,730.0,-730.0,,,,,152.0,value,O4b,value,HLV,value,Candidate,value,,
S241116cq,1415805491.684,value,2024-11-16T15:18:30.684,value,,,,,0.22,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5600.0,bestfit,2220.0,-2220.0,,,,,2290.0,value,O4b,value,HLV,value,Candidate,value,,
S241122a,1416333078.882,value,2024-11-22T17:51:37.882,value,,,,,2.02,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2270.0,bestfit,950.0,-950.0,,,,,28600.0,value,O4b,value,L,value,Candidate,value,,
S241125n,1416531694.78,value,2024-11-25T01:01:53.780,value,,,,,0.03,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4170.0,bestfit,1590.0,-1590.0,,,,,2200.0,value,O4b,value,HLV,value,Candidate,value,,
S241127aj,1416723026.23,value,2024-11-27T06:10:45.230,value,,,,,2.05e-31,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1050.0,bestfit,70.0,-70.0,,,,,53.0,value,O4b,value,HLV,value,Candidate,value,,
S241129aa,1416881930.61,value,2024-11-29T02:19:09.610,value,,,,,1.26e-12,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2500.0,bestfit,440.0,-440.0,,,,,269.0,value,O4b,value,HLV,value,Candidate,value,,
S241130be,1416999880.113,value,2024-11-30T11:04:59.113,value,,,,,0.00604,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1230.0,bestfit,320.0,-320.0,,,,,1070.0,value,O4b,value,HLV,value,Candidate,value,,
S241130n,1416973766.603,value,2024-11-30T03:49:45.603,value,,,,,1.26e-12,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1790.0,bestfit,520.0,-520.0,,,,,302.0,value,O4b,value,HLV,value,Candidate,value,,
S241201ac,1417067896.628,value,2024-12-01T05:58:35.628,value,,,,,1.36,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7120.0,bestfit,2370.0,-2370.0,,,,,2300.0,value,O4b,value,HLV,value,Candidate,value,,
S241210cw,1417845984.873,value,2024-12-10T06:06:43.873,value,,,,,0.02,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2200.0,bestfit,600.0,-600.0,,,,,495.0,value,O4b,value,HLV,value,Candidate,value,,
S241210d,1417833233.191,value,2024-12-10T02:34:12.191,value,,,,,1.39,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5510.0,bestfit,2070.0,-2070.0,,,,,3780.0,value,O4b,value,HL,value,Candidate,value,,
S241210fu,1417867758.632,value,2024-12-10T12:09:37.632,value,,,,,0.86,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3600.0,bestfit,1380.0,-1380.0,,,,,3330.0,value,O4b,value,HL,value,Candidate,value,,
S241225c,1419135971.246,value,2024-12-25T04:26:30.246,value,,,,,6.31e-08,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,666.0,bestfit,137.0,-137.0,,,,,5490.0,value,O4b,value,LV,value,Candidate,value,,
S241225v,1419150513.653,value,2024-12-25T08:28:52.653,value,,,,,6.8e-14,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010.0,bestfit,690.0,-690.0,,,,,1190.0,value,O4b,value,HL,value,Candidate,value,,
S241230bd,1419583522.54,value,2024-12-30T08:45:41.540,value,,,,,1.96e-06,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2810.0,bestfit,840.0,-840.0,,,,,11100.0,value,O4b,value,LV,value,Candidate,value,,
S241230ev,1419636996.067,value,2024-12-30T23:36:55.067,value,,,,,0.693,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2940.0,bestfit,1040.0,-1040.0,,,,,355.0,value,O4b,value,HLV,value,Candidate,value,,
S241231bg,1419658911.606,value,2024-12-31T05:42:10.606,value,,,,,0.01,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,830.0,bestfit,159.0,-159.0,,,,,125.0,value,O4b,value,HLV,value,Candidate,value,,
S250101k,1419729143.047,value,2025-01-01T01:12:42.047,value,,,,,1.76,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3230.0,bestfit,950.0,-950.0,,,,,455.0,value,O4b,value,HLV,value,Candidate,value,,
S250104v,1419990700.329,value,2025-01-04T01:51:59.329,value,,,,,3.01e-05,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4930.0,bestfit,1470.0,-1470.0,,,,,1510.0,value,O4b,value,HLV,value,Candidate,value,,
S250108eo,1420384959.704,value,2025-01-08T15:22:58.704,value,,,,,0.000556,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4310.0,bestfit,1350.0,-1350.0,,,,,795.0,value,O4b,value,HLV,value,Candidate,value,,
S250109bi,1420443970.379,value,2025-01-09T07:46:29.379,value,,,,,0.647,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2250.0,bestfit,730.0,-730.0,,,,,2820.0,value,O4b,value,HV,value,Candidate,value,,
S250109f,1420419959.482,value,2025-01-09T01:06:18.482,value,,,,,9.22e-05,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3200.0,bestfit,950.0,-950.0,,,,,243.0,value,O4b,value,HLV,value,Candidate,value,,
S250114ax,1420878141.223,value,2025-01-14T08:22:40.223,value,,,,,1.3e-19,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,385.0,bestfit,49.0,-49.0,,,,,145.0,value,O4b,value,HL,value,Candidate,value,,
S250118az,1421215100.472,value,2025-01-18T05:58:39.472,value,,,,,0.308,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,918.0,bestfit,401.0,-401.0,,,,,601.0,value,O4b,value,HLV,value,Candidate,value,,
S250118dp,1421255141.221,value,2025-01-18T17:06:00.221,value,,,,,1.75e-17,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1920.0,bestfit,460.0,-460.0,,,,,798.0,value,O4b,value,HL,value,Candidate,value,,
S250118t,1421202763.941,value,2025-01-18T02:33:02.941,value,,,,,0.0125,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6630.0,bestfit,2210.0,-2210.0,,,,,2330.0,value,O4b,value,HLV,value,Candidate,value,,
S250119ag,1421290316.775,value,2025-01-19T02:52:15.775,value,,,,,1.06e-05,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000.0,bestfit,680.0,-680.0,,,,,538.0,value,O4b,value,HLV,value,Candidate,value,,
S250119cv,1421348576.316,value,2025-01-19T19:03:15.316,value,,,,,1.26e-12,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,472.0,bestfit,112.0,-112.0,,,,,9.0,value,O4b,value,HLV,value,Candidate,value,,
S250202cu,1422557360.51,value,2025-02-02T18:49:39.510,value,,,,,0.461,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5200.0,bestfit,2270.0,-2270.0,,,,,4770.0,value,O4b,value,HL,value,Candidate,value,,
S250204ax,1422683597.004,value,2025-02-04T05:53:36.004,value,,,,,0.01,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2060.0,bestfit,690.0,-690.0,,,,,318.0,value,O4b,value,HLV,value,Candidate,value,,
S250205bk,1422786959.575,value,2025-02-05T10:36:18.575,value,,,,,0.03,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,748.0,bestfit,160.0,-160.0,,,,,94.0,value,O4b,value,HLV,value,Candidate,value,,
S250205ee,1422827553.879,value,2025-02-05T21:52:52.879,value,,,,,0.0579,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2490.0,bestfit,890.0,-890.0,,,,,1570.0,value,O4b,value,HL,value,Candidate,value,,
S250206dm,1422912348.439,value,2025-02-06T21:26:07.439,value,,,,,0.04,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,373.0,bestfit,104.0,-104.0,,,,,547.0,value,O4b,value,HL,value,Candidate,value,,
S250207bg,1422964623.258,value,2025-02-07T11:57:22.258,value,,,,,1.55e-28,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.0,bestfit,38.0,-38.0,,,,,19.0,value,O4b,value,LV,value,Candidate,value,,
S250208ad,1423021884.789,value,2025-02-08T03:51:43.789,value,,,,,0.0118,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4870.0,bestfit,1420.0,-1420.0,,,,,1130.0,value,O4b,value,HLV,value,Candidate,value,,
S250211aa,1423275964.623,value,2025-02-11T02:26:23.623,value,,,,,1.48e-10,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1120.0,bestfit,260.0,-260.0,,,,,356.0,value,O4b,value,HLV,value,Candidate,value,,
S250211be,1423283761.152,value,2025-02-11T04:36:20.152,value,,,,,0.562,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3340.0,bestfit,1190.0,-1190.0,,,,,91.0,value,O4b,value,HLV,value,Candidate,value,,
S250226dl,1424645336.699,value,2025-02-26T22:49:15.699,value,,,,,3.69e-05,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3360.0,bestfit,1040.0,-1040.0,,,,,1220.0,value,O4b,value,HL,value,Candidate,value,,
S250227e,1424650383.474,value,2025-02-27T00:13:22.474,value,,,,,8.19e-05,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000.0,bestfit,530.0,-530.0,,,,,210.0,value,O4b,value,HLV,value,Candidate,value,,
S250304cb,1425104583.568,value,2025-03-04T06:23:22.568,value,,,,,1.77,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770.0,bestfit,540.0,-540.0,,,,,1570.0,value,O4b,value,HLV,value,Candidate,value,,
S250319bu,1426400754.479,value,2025-03-19T06:26:13.479,value,,,,,0.0148,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4710.0,bestfit,1550.0,-1550.0,,,,,989.0,value,O4b,value,HLV,value,Candidate,value,,
S250326y,1426989264.153,value,2025-03-26T01:54:43.153,value,,,,,0.000112,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5410.0,bestfit,1720.0,-1720.0,,,,,1460.0,value,O4b,value,HLV,value,Candidate,value,,
S250328ae,1427175645.419,value,2025-03-28T05:41:04.419,value,,,,,0.01,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,511.0,bestfit,82.0,-82.0,,,,,14.0,value,O4,value,HLV,value,Candidate,value,,
S250331o,1427420106.438,value,2025-03-31T01:35:25.438,value,,,,,0.01,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,657.0,bestfit,91.0,-91.0,,,,,18.0,value,O4,value,HLV,value,Candidate,value,,
S250628am,1435170217.785,value,2025-06-28T18:23:56.785,value,,,,,5.31e-07,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,902.0,bestfit,223.0,-223.0,,,,,287.0,value,O4c,value,HLV,value,Candidate,value,,
S250629ae,1435211454.925,value,2025-06-29T05:51:13.925,value,,,,,1.02,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7080.0,bestfit,2120.0,-2120.0,,,,,2830.0,value,O4c,value,HLV,value,Candidate,value,,
S250629bs,1435234402.377,value,2025-06-29T12:13:41.377,value,,,,,1.37,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4850.0,bestfit,1750.0,-1750.0,,,,,3000.0,value,O4c,value,HL,value,Candidate,value,,
S250701bp,1435437298.856,value,2025-07-01T20:35:17.856,value,,,,,9.89e-10,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,939.0,bestfit,300.0,-300.0,,,,,26500.0,value,O4c,value,L,value,Candidate,value,,
S250701bq,1435447084.927,value,2025-07-01T23:18:23.927,value,,,,,1.34e-09,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480.0,bestfit,118.0,-118.0,,,,,25000.0,value,O4c,value,L,value,Candidate,value,,
S250702n,1435498338.382,value,2025-07-02T13:32:37.382,value,,,,,0.551,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2180.0,bestfit,910.0,-910.0,,,,,1760.0,value,O4c,value,HL,value,Candidate,value,,
S250704ab,1435638666.04,value,2025-07-04T04:31:25.040,value,,,,,0.01,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,531.0,bestfit,101.0,-101.0,,,,,44.0,value,O4c,value,HLV,value,Candidate,value,,
S250705cb,1435768214.842,value,2025-07-05T16:30:33.842,value,,,,,0.03,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1140.0,bestfit,300.0,-300.0,,,,,333.0,value,O4c,value,HLV,value,Candidate,value,,
S250711q,1436239663.108,value,2025-07-11T03:28:02.108,value,,,,,0.0497,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4760.0,bestfit,2020.0,-2020.0,,,,,2020.0,value,O4c,value,HLV,value,Candidate,value,,
S250712cd,1436365550.329,value,2025-07-12T14:26:09.329,value,,,,,0.000848,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2440.0,bestfit,870.0,-870.0,,,,,155.0,value,O4c,value,HLV,value,Candidate,value,,
S250725j,1437451802.252,value,2025-07-25T04:10:21.252,value,,,,,0.00134,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,380.0,bestfit,93.0,-93.0,,,,,19.0,value,O4c,value,HLV,value,Candidate,value,,
S250725l,1437452468.94,value,2025-07-25T04:21:27.940,value,,,,,0.94,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2570.0,bestfit,770.0,-770.0,,,,,1530.0,value,O4c,value,HLV,value,Candidate,value,,
S250726ak,1437553713.37,value,2025-07-26T08:28:52.370,value,,,,,0.000148,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3330.0,bestfit,1450.0,-1450.0,,,,,361.0,value,O4c,value,HLV,value,Candidate,value,,
S250727cl,1437674627.655,value,2025-07-27T18:04:06.655,value,,,,,1.26e-12,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2150.0,bestfit,520.0,-520.0,,,,,205.0,value,O4c,value,HLV,value,Candidate,value,,
S250727dc,1437681726.457,value,2025-07-27T20:02:25.457,value,,,,,3.53e-11,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390.0,bestfit,320.0,-320.0,,,,,15.0,value,O4c,value,HLV,value,Candidate,value,,
S250802dn,1438201530.022,value,2025-08-02T20:25:49.022,value,,,,,1.73,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3070.0,bestfit,1220.0,-1220.0,,,,,3210.0,value,O4c,value,HL,value,Candidate,value,,
S250810ck,1438871055.336,value,2025-08-10T14:24:34.336,value,,,,,1.7e-12,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,621.0,bestfit,129.0,-129.0,,,,,180.0,value,O4c,value,HV,value,Candidate,value,,
S250813k,1439086338.444,value,2025-08-13T02:12:37.444,value,,,,,0.00398,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,708.0,bestfit,159.0,-159.0,,,,,12.0,value,O4c,value,HLV,value,Candidate,value,,
