Ref,event,url,text,type,filetype,src,created,files
1448,GW190728_064510,https://zenodo.org/record/6513631/files/IGWN-GWTC2p1-v2-PESkyMaps.tar.gz,Sky Map,skymap-fits,tar,,2022-04-26T12:05:35.000,
1449,GW190728_064510,%BASEURL%,Skymaps,skymaps-plot,,,2026-05-31T09:25:40.665,"['moll', 'moll_pretty', 'moll_pretty_black', 'cartzoom', 'cartzoom_pretty', 'cart', 'moll_rot', 'cart_rot']"
1450,GW190728_064510,%BASEURL%,Skymaps,skymaps-thumb,,,2026-05-31T09:25:40.665,"['moll', 'moll_pretty', 'moll_pretty_black', 'cartzoom', 'cartzoom_pretty', 'cart', 'moll_rot', 'cart_rot']"
1451,GW190728_064510,%BASEURL%,Skymaps (plain),skymaps-plain,,,2026-05-31T09:25:40.669,"['gal_8192', 'eq_8192', 'eq_4096']"
1452,GW190727_060333,https://gwosc.org/eventapi/json/GWTC-2.1-confident/GW190727_060333/v2,JSON file,json-url,,,,
1453,GW190727_060333,https://gwosc.org/eventapi/html/GWTC-2.1-confident/GW190727_060333/v2,GWTC link,open-data,,,,
1454,GW190727_060333,https://zenodo.org/api/records/6513631/files/IGWN-GWTC2p1-v2-GW190727_060333_PEDataRelease_mixed_cosmo.h5/content,Data file,data-file,h5,zenodo,,
1455,GW190727_060333,https://zenodo.org/record/6513631/files/IGWN-GWTC2p1-v2-PESkyMaps.tar.gz,Sky Map,skymap-fits,tar,,2022-04-26T12:05:08.000,
1456,GW190727_060333,%BASEURL%,Skymaps,skymaps-plot,,,2026-05-31T09:25:40.680,"['moll', 'moll_pretty', 'moll_pretty_black', 'cartzoom', 'cartzoom_pretty', 'cart', 'moll_rot', 'cart_rot']"
1457,GW190727_060333,%BASEURL%,Skymaps,skymaps-thumb,,,2026-05-31T09:25:40.681,"['moll', 'moll_pretty', 'moll_pretty_black', 'cartzoom', 'cartzoom_pretty', 'cart', 'moll_rot', 'cart_rot']"
1458,GW190727_060333,%BASEURL%,Skymaps (plain),skymaps-plain,,,2026-05-31T09:25:40.685,"['gal_8192', 'eq_8192', 'eq_4096']"
1459,GW190725_174728,https://gwosc.org/eventapi/json/GWTC-2.1-confident/GW190725_174728/v1,JSON file,json-url,,,,
1460,GW190725_174728,https://gwosc.org/eventapi/html/GWTC-2.1-confident/GW190725_174728/v1,GWTC link,open-data,,,,
1461,GW190725_174728,https://zenodo.org/api/records/6513631/files/IGWN-GWTC2p1-v2-GW190725_174728_PEDataRelease_mixed_cosmo.h5/content,Data file,data-file,h5,zenodo,,
1462,GW190725_174728,https://zenodo.org/record/6513631/files/IGWN-GWTC2p1-v2-PESkyMaps.tar.gz,Sky Map,skymap-fits,tar,,2022-04-26T11:51:52.000,
1463,GW190725_174728,%BASEURL%,Skymaps,skymaps-plot,,,2026-05-31T09:25:40.696,"['moll', 'moll_pretty', 'moll_pretty_black', 'cartzoom', 'cartzoom_pretty', 'cart', 'moll_rot', 'cart_rot']"
1464,GW190725_174728,%BASEURL%,Skymaps,skymaps-thumb,,,2026-05-31T09:25:40.697,"['moll', 'moll_pretty', 'moll_pretty_black', 'cartzoom', 'cartzoom_pretty', 'cart', 'moll_rot', 'cart_rot']"
1465,GW190725_174728,%BASEURL%,Skymaps (plain),skymaps-plain,,,2026-05-31T09:25:40.701,"['gal_8192', 'eq_8192', 'eq_4096']"
1466,GW190720_000836,https://gwosc.org/eventapi/json/GWTC-2.1-confident/GW190720_000836/v2,JSON file,json-url,,,,
1467,GW190720_000836,https://gwosc.org/eventapi/html/GWTC-2.1-confident/GW190720_000836/v2,GWTC link,open-data,,,,
1468,GW190720_000836,https://zenodo.org/api/records/6513631/files/IGWN-GWTC2p1-v2-GW190720_000836_PEDataRelease_mixed_cosmo.h5/content,Data file,data-file,h5,zenodo,,
1469,GW190720_000836,https://zenodo.org/record/6513631/files/IGWN-GWTC2p1-v2-PESkyMaps.tar.gz,Sky Map,skymap-fits,tar,,2022-04-26T12:04:35.000,
1470,GW190720_000836,%BASEURL%,Skymaps,skymaps-plot,,,2026-05-31T09:25:40.713,"['moll', 'moll_pretty', 'moll_pretty_black', 'cartzoom', 'cartzoom_pretty', 'cart', 'moll_rot', 'cart_rot']"
1471,GW190720_000836,%BASEURL%,Skymaps,skymaps-thumb,,,2026-05-31T09:25:40.713,"['moll', 'moll_pretty', 'moll_pretty_black', 'cartzoom', 'cartzoom_pretty', 'cart', 'moll_rot', 'cart_rot']"
1472,GW190720_000836,%BASEURL%,Skymaps (plain),skymaps-plain,,,2026-05-31T09:25:40.718,"['gal_8192', 'eq_8192', 'eq_4096']"
1473,GW190719_215514,https://gwosc.org/eventapi/json/GWTC-2.1-confident/GW190719_215514/v2,JSON file,json-url,,,,
1474,GW190719_215514,https://gwosc.org/eventapi/html/GWTC-2.1-confident/GW190719_215514/v2,GWTC link,open-data,,,,
1475,GW190719_215514,https://zenodo.org/api/records/6513631/files/IGWN-GWTC2p1-v2-GW190719_215514_PEDataRelease_mixed_cosmo.h5/content,Data file,data-file,h5,zenodo,,
1476,GW190719_215514,https://zenodo.org/record/6513631/files/IGWN-GWTC2p1-v2-PESkyMaps.tar.gz,Sky Map,skymap-fits,tar,,2022-04-26T12:04:04.000,
1477,GW190719_215514,%BASEURL%,Skymaps,skymaps-plot,,,2026-05-31T09:25:40.729,"['moll', 'moll_pretty', 'moll_pretty_black', 'cartzoom', 'cartzoom_pretty', 'cart', 'moll_rot', 'cart_rot']"
1478,GW190719_215514,%BASEURL%,Skymaps,skymaps-thumb,,,2026-05-31T09:25:40.730,"['moll', 'moll_pretty', 'moll_pretty_black', 'cartzoom', 'cartzoom_pretty', 'cart', 'moll_rot', 'cart_rot']"
1479,GW190719_215514,%BASEURL%,Skymaps (plain),skymaps-plain,,,2026-05-31T09:25:40.735,"['gal_8192', 'eq_8192', 'eq_4096']"
1480,GW190708_232457,https://gwosc.org/eventapi/json/GWTC-2.1-confident/GW190708_232457/v2,JSON file,json-url,,,,
1481,GW190708_232457,https://gwosc.org/eventapi/html/GWTC-2.1-confident/GW190708_232457/v2,GWTC link,open-data,,,,
1482,GW190708_232457,https://zenodo.org/api/records/6513631/files/IGWN-GWTC2p1-v2-GW190708_232457_PEDataRelease_mixed_cosmo.h5/content,Data file,data-file,h5,zenodo,,
1483,GW190708_232457,https://zenodo.org/record/6513631/files/IGWN-GWTC2p1-v2-PESkyMaps.tar.gz,Sky Map,skymap-fits,tar,,2022-04-26T11:51:36.000,
1484,GW190708_232457,%BASEURL%,Skymaps,skymaps-plot,,,2026-05-31T09:25:40.746,"['moll', 'moll_pretty', 'moll_pretty_black', 'cartzoom', 'cartzoom_pretty', 'cart', 'moll_rot', 'cart_rot']"
1485,GW190708_232457,%BASEURL%,Skymaps,skymaps-thumb,,,2026-05-31T09:25:40.747,"['moll', 'moll_pretty', 'moll_pretty_black', 'cartzoom', 'cartzoom_pretty', 'cart', 'moll_rot', 'cart_rot']"
1486,GW190708_232457,%BASEURL%,Skymaps (plain),skymaps-plain,,,2026-05-31T09:25:40.752,"['gal_8192', 'eq_8192', 'eq_4096']"
1487,GW190707_093326,https://gwosc.org/eventapi/json/GWTC-2.1-confident/GW190707_093326/v2,JSON file,json-url,,,,
1488,GW190707_093326,https://gwosc.org/eventapi/html/GWTC-2.1-confident/GW190707_093326/v2,GWTC link,open-data,,,,
1489,GW190707_093326,https://zenodo.org/api/records/6513631/files/IGWN-GWTC2p1-v2-GW190707_093326_PEDataRelease_mixed_cosmo.h5/content,Data file,data-file,h5,zenodo,,
1490,GW190707_093326,https://zenodo.org/record/6513631/files/IGWN-GWTC2p1-v2-PESkyMaps.tar.gz,Sky Map,skymap-fits,tar,,2022-04-26T12:03:23.000,
1491,GW190707_093326,%BASEURL%,Skymaps,skymaps-plot,,,2026-05-31T09:25:40.764,"['moll', 'moll_pretty', 'moll_pretty_black', 'cartzoom', 'cartzoom_pretty', 'cart', 'moll_rot', 'cart_rot']"
1492,GW190707_093326,%BASEURL%,Skymaps,skymaps-thumb,,,2026-05-31T09:25:40.764,"['moll', 'moll_pretty', 'moll_pretty_black', 'cartzoom', 'cartzoom_pretty', 'cart', 'moll_rot', 'cart_rot']"
1493,GW190707_093326,%BASEURL%,Skymaps (plain),skymaps-plain,,,2026-05-31T09:25:40.769,"['gal_8192', 'eq_8192', 'eq_4096']"
1494,GW190706_222641,https://gwosc.org/eventapi/json/GWTC-2.1-confident/GW190706_222641/v2,JSON file,json-url,,,,
1495,GW190706_222641,https://gwosc.org/eventapi/html/GWTC-2.1-confident/GW190706_222641/v2,GWTC link,open-data,,,,
1496,GW190706_222641,https://zenodo.org/api/records/6513631/files/IGWN-GWTC2p1-v2-GW190706_222641_PEDataRelease_mixed_cosmo.h5/content,Data file,data-file,h5,zenodo,,
1497,GW190706_222641,https://zenodo.org/record/6513631/files/IGWN-GWTC2p1-v2-PESkyMaps.tar.gz,Sky Map,skymap-fits,tar,,2022-04-26T12:03:04.000,
1498,GW190706_222641,%BASEURL%,Skymaps,skymaps-plot,,,2026-05-31T09:25:40.781,"['moll', 'moll_pretty', 'moll_pretty_black', 'cartzoom', 'cartzoom_pretty', 'cart', 'moll_rot', 'cart_rot']"
1499,GW190706_222641,%BASEURL%,Skymaps,skymaps-thumb,,,2026-05-31T09:25:40.781,"['moll', 'moll_pretty', 'moll_pretty_black', 'cartzoom', 'cartzoom_pretty', 'cart', 'moll_rot', 'cart_rot']"
1500,GW190706_222641,%BASEURL%,Skymaps (plain),skymaps-plain,,,2026-05-31T09:25:40.786,"['gal_8192', 'eq_8192', 'eq_4096']"
1501,GW190701_203306,https://gwosc.org/eventapi/json/GWTC-2.1-confident/GW190701_203306/v2,JSON file,json-url,,,,
1502,GW190701_203306,https://gwosc.org/eventapi/html/GWTC-2.1-confident/GW190701_203306/v2,GWTC link,open-data,,,,
1503,GW190701_203306,https://zenodo.org/api/records/6513631/files/IGWN-GWTC2p1-v2-GW190701_203306_PEDataRelease_mixed_cosmo.h5/content,Data file,data-file,h5,zenodo,,
1504,GW190701_203306,https://zenodo.org/record/6513631/files/IGWN-GWTC2p1-v2-PESkyMaps.tar.gz,Sky Map,skymap-fits,tar,,2022-04-26T12:02:31.000,
1505,GW190701_203306,%BASEURL%,Skymaps,skymaps-plot,,,2026-05-31T09:25:40.798,"['moll', 'moll_pretty', 'moll_pretty_black', 'cartzoom', 'cartzoom_pretty', 'cart', 'moll_rot', 'cart_rot']"
1506,GW190701_203306,%BASEURL%,Skymaps,skymaps-thumb,,,2026-05-31T09:25:40.798,"['moll', 'moll_pretty', 'moll_pretty_black', 'cartzoom', 'cartzoom_pretty', 'cart', 'moll_rot', 'cart_rot']"
1507,GW190701_203306,%BASEURL%,Skymaps (plain),skymaps-plain,,,2026-05-31T09:25:40.803,"['gal_8192', 'eq_8192', 'eq_4096']"
1508,GW190630_185205,https://gwosc.org/eventapi/json/GWTC-2.1-confident/GW190630_185205/v2,JSON file,json-url,,,,
1509,GW190630_185205,https://gwosc.org/eventapi/html/GWTC-2.1-confident/GW190630_185205/v2,GWTC link,open-data,,,,
1510,GW190630_185205,https://zenodo.org/api/records/6513631/files/IGWN-GWTC2p1-v2-GW190630_185205_PEDataRelease_mixed_cosmo.h5/content,Data file,data-file,h5,zenodo,,
1511,GW190630_185205,https://zenodo.org/record/6513631/files/IGWN-GWTC2p1-v2-PESkyMaps.tar.gz,Sky Map,skymap-fits,tar,,2022-04-26T12:02:06.000,
1512,GW190630_185205,%BASEURL%,Skymaps,skymaps-plot,,,2026-05-31T09:25:40.814,"['moll', 'moll_pretty', 'moll_pretty_black', 'cartzoom', 'cartzoom_pretty', 'cart', 'moll_rot', 'cart_rot']"
1513,GW190630_185205,%BASEURL%,Skymaps,skymaps-thumb,,,2026-05-31T09:25:40.815,"['moll', 'moll_pretty', 'moll_pretty_black', 'cartzoom', 'cartzoom_pretty', 'cart', 'moll_rot', 'cart_rot']"
1514,GW190630_185205,%BASEURL%,Skymaps (plain),skymaps-plain,,,2026-05-31T09:25:40.819,"['gal_8192', 'eq_8192', 'eq_4096']"
1515,GW190620_030421,https://gwosc.org/eventapi/json/GWTC-2.1-confident/GW190620_030421/v2,JSON file,json-url,,,,
1516,GW190620_030421,https://gwosc.org/eventapi/html/GWTC-2.1-confident/GW190620_030421/v2,GWTC link,open-data,,,,
1517,GW190620_030421,https://zenodo.org/api/records/6513631/files/IGWN-GWTC2p1-v2-GW190620_030421_PEDataRelease_mixed_cosmo.h5/content,Data file,data-file,h5,zenodo,,
1518,GW190620_030421,https://zenodo.org/record/6513631/files/IGWN-GWTC2p1-v2-PESkyMaps.tar.gz,Sky Map,skymap-fits,tar,,2022-04-26T12:01:43.000,
1519,GW190620_030421,%BASEURL%,Skymaps,skymaps-plot,,,2026-05-31T09:25:40.831,"['moll', 'moll_pretty', 'moll_pretty_black', 'cartzoom', 'cartzoom_pretty', 'cart', 'moll_rot', 'cart_rot']"
1520,GW190620_030421,%BASEURL%,Skymaps,skymaps-thumb,,,2026-05-31T09:25:40.832,"['moll', 'moll_pretty', 'moll_pretty_black', 'cartzoom', 'cartzoom_pretty', 'cart', 'moll_rot', 'cart_rot']"
1521,GW190620_030421,%BASEURL%,Skymaps (plain),skymaps-plain,,,2026-05-31T09:25:40.836,"['gal_8192', 'eq_8192', 'eq_4096']"
1522,GW190602_175927,https://gwosc.org/eventapi/json/GWTC-2.1-confident/GW190602_175927/v2,JSON file,json-url,,,,
1523,GW190602_175927,https://gwosc.org/eventapi/html/GWTC-2.1-confident/GW190602_175927/v2,GWTC link,open-data,,,,
1524,GW190602_175927,https://zenodo.org/api/records/6513631/files/IGWN-GWTC2p1-v2-GW190602_175927_PEDataRelease_mixed_cosmo.h5/content,Data file,data-file,h5,zenodo,,
1525,GW190602_175927,https://zenodo.org/record/6513631/files/IGWN-GWTC2p1-v2-PESkyMaps.tar.gz,Sky Map,skymap-fits,tar,,2022-04-26T12:01:09.000,
1526,GW190602_175927,%BASEURL%,Skymaps,skymaps-plot,,,2026-05-31T09:25:40.847,"['moll', 'moll_pretty', 'moll_pretty_black', 'cartzoom', 'cartzoom_pretty', 'cart', 'moll_rot', 'cart_rot']"
1527,GW190602_175927,%BASEURL%,Skymaps,skymaps-thumb,,,2026-05-31T09:25:40.848,"['moll', 'moll_pretty', 'moll_pretty_black', 'cartzoom', 'cartzoom_pretty', 'cart', 'moll_rot', 'cart_rot']"
1528,GW190602_175927,%BASEURL%,Skymaps (plain),skymaps-plain,,,2026-05-31T09:25:40.853,"['gal_8192', 'eq_8192', 'eq_4096']"
1529,GW190527_092055,https://gwosc.org/eventapi/json/GWTC-2.1-confident/GW190527_092055/v2,JSON file,json-url,,,,
1530,GW190527_092055,https://gwosc.org/eventapi/html/GWTC-2.1-confident/GW190527_092055/v2,GWTC link,open-data,,,,
1531,GW190527_092055,https://zenodo.org/api/records/6513631/files/IGWN-GWTC2p1-v2-GW190527_092055_PEDataRelease_mixed_cosmo.h5/content,Data file,data-file,h5,zenodo,,
1532,GW190527_092055,https://zenodo.org/record/6513631/files/IGWN-GWTC2p1-v2-PESkyMaps.tar.gz,Sky Map,skymap-fits,tar,,2022-04-26T12:00:47.000,
1533,GW190527_092055,%BASEURL%,Skymaps,skymaps-plot,,,2026-05-31T09:25:40.864,"['moll', 'moll_pretty', 'moll_pretty_black', 'cartzoom', 'cartzoom_pretty', 'cart', 'moll_rot', 'cart_rot']"
1534,GW190527_092055,%BASEURL%,Skymaps,skymaps-thumb,,,2026-05-31T09:25:40.864,"['moll', 'moll_pretty', 'moll_pretty_black', 'cartzoom', 'cartzoom_pretty', 'cart', 'moll_rot', 'cart_rot']"
1535,GW190527_092055,%BASEURL%,Skymaps (plain),skymaps-plain,,,2026-05-31T09:25:40.869,"['gal_8192', 'eq_8192', 'eq_4096']"
1536,GW190521_074359,https://gwosc.org/eventapi/json/GWTC-2.1-confident/GW190521_074359/v2,JSON file,json-url,,,,
1537,GW190521_074359,https://gwosc.org/eventapi/html/GWTC-2.1-confident/GW190521_074359/v2,GWTC link,open-data,,,,
1538,GW190521_074359,https://zenodo.org/api/records/6513631/files/IGWN-GWTC2p1-v2-GW190521_074359_PEDataRelease_mixed_cosmo.h5/content,Data file,data-file,h5,zenodo,,
1539,GW190521_074359,https://zenodo.org/record/6513631/files/IGWN-GWTC2p1-v2-PESkyMaps.tar.gz,Sky Map,skymap-fits,tar,,2022-04-26T12:00:25.000,
1540,GW190521_074359,%BASEURL%,Skymaps,skymaps-plot,,,2026-05-31T09:25:40.880,"['moll', 'moll_pretty', 'moll_pretty_black', 'cartzoom', 'cartzoom_pretty', 'cart', 'moll_rot', 'cart_rot']"
1541,GW190521_074359,%BASEURL%,Skymaps,skymaps-thumb,,,2026-05-31T09:25:40.881,"['moll', 'moll_pretty', 'moll_pretty_black', 'cartzoom', 'cartzoom_pretty', 'cart', 'moll_rot', 'cart_rot']"
1542,GW190521_074359,%BASEURL%,Skymaps (plain),skymaps-plain,,,2026-05-31T09:25:40.885,"['gal_8192', 'eq_8192', 'eq_4096']"
1543,GW190521,https://gwosc.org/eventapi/json/GWTC-2.1-confident/GW190521/v4,JSON file,json-url,,,,
1544,GW190521,https://gwosc.org/eventapi/html/GWTC-2.1-confident/GW190521/v4,GWTC link,open-data,,,,
1545,GW190521,https://zenodo.org/records/6513631/files/IGWN-GWTC2p1-v2-GW190521_030229_PEDataRelease_mixed_cosmo.h5?download=1,Data file,data-file,h5,zenodo,,
1546,GW190521,https://zenodo.org/record/6513631/files/IGWN-GWTC2p1-v2-PESkyMaps.tar.gz,Sky Map,skymap-fits,tar,,2022-04-26T11:59:59.000,
1547,GW190521,%BASEURL%,Skymaps,skymaps-plot,,,2026-05-31T09:25:40.896,"['moll', 'moll_pretty', 'moll_pretty_black', 'cartzoom', 'cartzoom_pretty', 'cart', 'moll_rot', 'cart_rot']"
1548,GW190521,%BASEURL%,Skymaps,skymaps-thumb,,,2026-05-31T09:25:40.897,"['moll', 'moll_pretty', 'moll_pretty_black', 'cartzoom', 'cartzoom_pretty', 'cart', 'moll_rot', 'cart_rot']"
1549,GW190521,%BASEURL%,Skymaps (plain),skymaps-plain,,,2026-05-31T09:25:40.900,"['gal_8192', 'eq_8192', 'eq_4096']"
1550,GW190519_153544,https://gwosc.org/eventapi/json/GWTC-2.1-confident/GW190519_153544/v2,JSON file,json-url,,,,
1551,GW190519_153544,https://gwosc.org/eventapi/html/GWTC-2.1-confident/GW190519_153544/v2,GWTC link,open-data,,,,
1552,GW190519_153544,https://zenodo.org/api/records/6513631/files/IGWN-GWTC2p1-v2-GW190519_153544_PEDataRelease_mixed_cosmo.h5/content,Data file,data-file,h5,zenodo,,
1553,GW190519_153544,https://zenodo.org/record/6513631/files/IGWN-GWTC2p1-v2-PESkyMaps.tar.gz,Sky Map,skymap-fits,tar,,2022-04-26T11:59:31.000,
1554,GW190519_153544,%BASEURL%,Skymaps,skymaps-plot,,,2026-05-31T09:25:40.911,"['moll', 'moll_pretty', 'moll_pretty_black', 'cartzoom', 'cartzoom_pretty', 'cart', 'moll_rot', 'cart_rot']"
1555,GW190519_153544,%BASEURL%,Skymaps,skymaps-thumb,,,2026-05-31T09:25:40.912,"['moll', 'moll_pretty', 'moll_pretty_black', 'cartzoom', 'cartzoom_pretty', 'cart', 'moll_rot', 'cart_rot']"
1556,GW190519_153544,%BASEURL%,Skymaps (plain),skymaps-plain,,,2026-05-31T09:25:40.916,"['gal_8192', 'eq_8192', 'eq_4096']"
1557,GW190517_055101,https://gwosc.org/eventapi/json/GWTC-2.1-confident/GW190517_055101/v2,JSON file,json-url,,,,
1558,GW190517_055101,https://gwosc.org/eventapi/html/GWTC-2.1-confident/GW190517_055101/v2,GWTC link,open-data,,,,
1559,GW190517_055101,https://zenodo.org/api/records/6513631/files/IGWN-GWTC2p1-v2-GW190517_055101_PEDataRelease_mixed_cosmo.h5/content,Data file,data-file,h5,zenodo,,
1560,GW190517_055101,https://zenodo.org/record/6513631/files/IGWN-GWTC2p1-v2-PESkyMaps.tar.gz,Sky Map,skymap-fits,tar,,2022-04-26T11:59:00.000,
1561,GW190517_055101,%BASEURL%,Skymaps,skymaps-plot,,,2026-05-31T09:25:40.928,"['moll', 'moll_pretty', 'moll_pretty_black', 'cartzoom', 'cartzoom_pretty', 'cart', 'moll_rot', 'cart_rot']"
1562,GW190517_055101,%BASEURL%,Skymaps,skymaps-thumb,,,2026-05-31T09:25:40.928,"['moll', 'moll_pretty', 'moll_pretty_black', 'cartzoom', 'cartzoom_pretty', 'cart', 'moll_rot', 'cart_rot']"
1563,GW190517_055101,%BASEURL%,Skymaps (plain),skymaps-plain,,,2026-05-31T09:25:40.933,"['gal_8192', 'eq_8192', 'eq_4096']"
1564,GW190514_065416,https://gwosc.org/eventapi/json/GWTC-2.1-confident/GW190514_065416/v2,JSON file,json-url,,,,
1565,GW190514_065416,https://gwosc.org/eventapi/html/GWTC-2.1-confident/GW190514_065416/v2,GWTC link,open-data,,,,
1566,GW190514_065416,https://zenodo.org/api/records/6513631/files/IGWN-GWTC2p1-v2-GW190514_065416_PEDataRelease_mixed_cosmo.h5/content,Data file,data-file,h5,zenodo,,
1567,GW190514_065416,https://zenodo.org/record/6513631/files/IGWN-GWTC2p1-v2-PESkyMaps.tar.gz,Sky Map,skymap-fits,tar,,2022-04-26T11:58:43.000,
1568,GW190514_065416,%BASEURL%,Skymaps,skymaps-plot,,,2026-05-31T09:25:40.947,"['moll', 'moll_pretty', 'moll_pretty_black', 'cartzoom', 'cartzoom_pretty', 'cart', 'moll_rot', 'cart_rot']"
1569,GW190514_065416,%BASEURL%,Skymaps,skymaps-thumb,,,2026-05-31T09:25:40.947,"['moll', 'moll_pretty', 'moll_pretty_black', 'cartzoom', 'cartzoom_pretty', 'cart', 'moll_rot', 'cart_rot']"
1570,GW190514_065416,%BASEURL%,Skymaps (plain),skymaps-plain,,,2026-05-31T09:25:40.952,"['gal_8192', 'eq_8192', 'eq_4096']"
1571,GW190513_205428,https://gwosc.org/eventapi/json/GWTC-2.1-confident/GW190513_205428/v2,JSON file,json-url,,,,
1572,GW190513_205428,https://gwosc.org/eventapi/html/GWTC-2.1-confident/GW190513_205428/v2,GWTC link,open-data,,,,
1573,GW190513_205428,https://zenodo.org/api/records/6513631/files/IGWN-GWTC2p1-v2-GW190513_205428_PEDataRelease_mixed_cosmo.h5/content,Data file,data-file,h5,zenodo,,
1574,GW190513_205428,https://zenodo.org/record/6513631/files/IGWN-GWTC2p1-v2-PESkyMaps.tar.gz,Sky Map,skymap-fits,tar,,2022-04-26T11:58:16.000,
1575,GW190513_205428,%BASEURL%,Skymaps,skymaps-plot,,,2026-05-31T09:25:40.966,"['moll', 'moll_pretty', 'moll_pretty_black', 'cartzoom', 'cartzoom_pretty', 'cart', 'moll_rot', 'cart_rot']"
1576,GW190513_205428,%BASEURL%,Skymaps,skymaps-thumb,,,2026-05-31T09:25:40.966,"['moll', 'moll_pretty', 'moll_pretty_black', 'cartzoom', 'cartzoom_pretty', 'cart', 'moll_rot', 'cart_rot']"
1577,GW190513_205428,%BASEURL%,Skymaps (plain),skymaps-plain,,,2026-05-31T09:25:40.971,"['gal_8192', 'eq_8192', 'eq_4096']"
1578,GW190512_180714,https://gwosc.org/eventapi/json/GWTC-2.1-confident/GW190512_180714/v2,JSON file,json-url,,,,
1579,GW190512_180714,https://gwosc.org/eventapi/html/GWTC-2.1-confident/GW190512_180714/v2,GWTC link,open-data,,,,
1580,GW190512_180714,https://zenodo.org/api/records/6513631/files/IGWN-GWTC2p1-v2-GW190512_180714_PEDataRelease_mixed_cosmo.h5/content,Data file,data-file,h5,zenodo,,
1581,GW190512_180714,https://zenodo.org/record/6513631/files/IGWN-GWTC2p1-v2-PESkyMaps.tar.gz,Sky Map,skymap-fits,tar,,2022-04-26T11:57:41.000,
1582,GW190512_180714,%BASEURL%,Skymaps,skymaps-plot,,,2026-05-31T09:25:40.984,"['moll', 'moll_pretty', 'moll_pretty_black', 'cartzoom', 'cartzoom_pretty', 'cart', 'moll_rot', 'cart_rot']"
1583,GW190512_180714,%BASEURL%,Skymaps,skymaps-thumb,,,2026-05-31T09:25:40.984,"['moll', 'moll_pretty', 'moll_pretty_black', 'cartzoom', 'cartzoom_pretty', 'cart', 'moll_rot', 'cart_rot']"
1584,GW190512_180714,%BASEURL%,Skymaps (plain),skymaps-plain,,,2026-05-31T09:25:40.990,"['gal_8192', 'eq_8192', 'eq_4096']"
1585,GW190503_185404,https://gwosc.org/eventapi/json/GWTC-2.1-confident/GW190503_185404/v2,JSON file,json-url,,,,
1586,GW190503_185404,https://gwosc.org/eventapi/html/GWTC-2.1-confident/GW190503_185404/v2,GWTC link,open-data,,,,
1587,GW190503_185404,https://zenodo.org/api/records/6513631/files/IGWN-GWTC2p1-v2-GW190503_185404_PEDataRelease_mixed_cosmo.h5/content,Data file,data-file,h5,zenodo,,
1588,GW190503_185404,https://zenodo.org/record/6513631/files/IGWN-GWTC2p1-v2-PESkyMaps.tar.gz,Sky Map,skymap-fits,tar,,2022-04-26T11:57:10.000,
1589,GW190503_185404,%BASEURL%,Skymaps,skymaps-plot,,,2026-05-31T09:25:41.001,"['moll', 'moll_pretty', 'moll_pretty_black', 'cartzoom', 'cartzoom_pretty', 'cart', 'moll_rot', 'cart_rot']"
1590,GW190503_185404,%BASEURL%,Skymaps,skymaps-thumb,,,2026-05-31T09:25:41.001,"['moll', 'moll_pretty', 'moll_pretty_black', 'cartzoom', 'cartzoom_pretty', 'cart', 'moll_rot', 'cart_rot']"
1591,GW190503_185404,%BASEURL%,Skymaps (plain),skymaps-plain,,,2026-05-31T09:25:41.006,"['gal_8192', 'eq_8192', 'eq_4096']"
1592,GW190426_190642,https://gwosc.org/eventapi/json/GWTC-2.1-confident/GW190426_190642/v1,JSON file,json-url,,,,
1593,GW190426_190642,https://gwosc.org/eventapi/html/GWTC-2.1-confident/GW190426_190642/v1,GWTC link,open-data,,,,
1594,GW190426_190642,https://zenodo.org/api/records/6513631/files/IGWN-GWTC2p1-v2-GW190426_190642_PEDataRelease_mixed_cosmo.h5/content,Data file,data-file,h5,zenodo,,
