Ref,citation,created,event,text,type,url
199,,2019-06-02T05:47:35.638,S190512at,"Skymap (Cartesian fullsky, rotated)",skymap-plot,https://data.cardiffgravity.org/gwcat-data/data/png/S190512at_cart_rot.png
200,,2019-06-02T05:47:35.639,S190512at,"Skymap (Cartesian fullsky, rotated)",skymap-thumbnail,https://data.cardiffgravity.org/gwcat-data/data/png/S190512at_cart_rot.thumb.png
201,,2019-06-02T05:47:29.680,S190512at,"Skymap (Mollweide fullsky, rotated)",skymap-plot,https://data.cardiffgravity.org/gwcat-data/data/png/S190512at_moll_rot.png
202,,2019-06-02T05:47:29.680,S190512at,"Skymap (Mollweide fullsky, rotated)",skymap-thumbnail,https://data.cardiffgravity.org/gwcat-data/data/png/S190512at_moll_rot.thumb.png
203,,2019-06-02T22:41:26.290,S190512at,Skymap (no annotations),skymap-plain,https://data.cardiffgravity.org/gwcat-data/data/gravoscope/S190512at_8192.png
204,,2019-05-17T03:42:19.135,S190512at,Gravoscope tileset,gravoscope-tiles,https://data.cardiffgravity.org/gwcat-data/data/gravoscope/S190512at-tiles
205,,,S190510g,GraceDB data,open-data,https://gracedb.ligo.org/api/superevents/S190510g/
206,,,S190510g,Sky Map,skymap-fits,https://gracedb.ligo.org/api/superevents/S190510g/files/LALInference.fits.gz
207,,2019-06-02T05:46:39.362,S190510g,Skymap (Cartesian zoomed),skymap-plot,https://data.cardiffgravity.org/gwcat-data/data/png/S190510g_cartzoom.png
208,,2019-06-02T05:46:47.195,S190510g,Skymap (Cartesian fullsky),skymap-plot,https://data.cardiffgravity.org/gwcat-data/data/png/S190510g_cart.png
209,,2019-06-02T05:46:32.439,S190510g,Skymap (Mollweide fullsky),skymap-plot,https://data.cardiffgravity.org/gwcat-data/data/png/S190510g_moll.png
210,,2019-06-02T05:46:39.363,S190510g,Skymap (Cartesian zoomed),skymap-thumbnail,https://data.cardiffgravity.org/gwcat-data/data/png/S190510g_cartzoom.thumb.png
211,,2019-06-02T05:46:47.196,S190510g,Skymap (Cartesian fullsky),skymap-thumbnail,https://data.cardiffgravity.org/gwcat-data/data/png/S190510g_cart.thumb.png
212,,2019-06-02T05:46:32.440,S190510g,Skymap (Mollweide fullsky),skymap-thumbnail,https://data.cardiffgravity.org/gwcat-data/data/png/S190510g_moll.thumb.png
213,,,S190510g,GraceDB data,open-data,https://gracedb.ligo.org/api/superevents/S190510g/
214,,2019-06-02T05:47:01.664,S190510g,"Skymap (Cartesian fullsky, rotated)",skymap-plot,https://data.cardiffgravity.org/gwcat-data/data/png/S190510g_cart_rot.png
215,,2019-06-02T05:47:01.664,S190510g,"Skymap (Cartesian fullsky, rotated)",skymap-thumbnail,https://data.cardiffgravity.org/gwcat-data/data/png/S190510g_cart_rot.thumb.png
216,,2019-06-02T05:46:54.879,S190510g,"Skymap (Mollweide fullsky, rotated)",skymap-plot,https://data.cardiffgravity.org/gwcat-data/data/png/S190510g_moll_rot.png
217,,2019-06-02T05:46:54.880,S190510g,"Skymap (Mollweide fullsky, rotated)",skymap-thumbnail,https://data.cardiffgravity.org/gwcat-data/data/png/S190510g_moll_rot.thumb.png
218,,2019-06-02T22:41:07.539,S190510g,Skymap (no annotations),skymap-plain,https://data.cardiffgravity.org/gwcat-data/data/gravoscope/S190510g_8192.png
219,,2019-05-10T08:40:18.607,S190510g,Gravoscope tileset,gravoscope-tiles,https://data.cardiffgravity.org/gwcat-data/data/gravoscope/S190510g-tiles
220,,,S190503bf,GraceDB data,open-data,https://gracedb.ligo.org/api/superevents/S190503bf/
221,,,S190503bf,Sky Map,skymap-fits,https://gracedb.ligo.org/api/superevents/S190503bf/files/bayestar.fits.gz
222,,2019-06-02T05:45:57.882,S190503bf,Skymap (Cartesian zoomed),skymap-plot,https://data.cardiffgravity.org/gwcat-data/data/png/S190503bf_cartzoom.png
223,,2019-06-02T05:46:03.107,S190503bf,Skymap (Cartesian fullsky),skymap-plot,https://data.cardiffgravity.org/gwcat-data/data/png/S190503bf_cart.png
224,,2019-06-02T05:45:53.837,S190503bf,Skymap (Mollweide fullsky),skymap-plot,https://data.cardiffgravity.org/gwcat-data/data/png/S190503bf_moll.png
225,,2019-06-02T05:45:57.883,S190503bf,Skymap (Cartesian zoomed),skymap-thumbnail,https://data.cardiffgravity.org/gwcat-data/data/png/S190503bf_cartzoom.thumb.png
226,,2019-06-02T05:46:03.108,S190503bf,Skymap (Cartesian fullsky),skymap-thumbnail,https://data.cardiffgravity.org/gwcat-data/data/png/S190503bf_cart.thumb.png
227,,2019-06-02T05:45:53.838,S190503bf,Skymap (Mollweide fullsky),skymap-thumbnail,https://data.cardiffgravity.org/gwcat-data/data/png/S190503bf_moll.thumb.png
228,,,S190503bf,GraceDB data,open-data,https://gracedb.ligo.org/api/superevents/S190503bf/
229,,2019-06-02T05:46:15.697,S190503bf,"Skymap (Cartesian fullsky, rotated)",skymap-plot,https://data.cardiffgravity.org/gwcat-data/data/png/S190503bf_cart_rot.png
230,,2019-06-02T05:46:15.697,S190503bf,"Skymap (Cartesian fullsky, rotated)",skymap-thumbnail,https://data.cardiffgravity.org/gwcat-data/data/png/S190503bf_cart_rot.thumb.png
231,,2019-06-02T05:46:09.583,S190503bf,"Skymap (Mollweide fullsky, rotated)",skymap-plot,https://data.cardiffgravity.org/gwcat-data/data/png/S190503bf_moll_rot.png
232,,2019-06-02T05:46:09.583,S190503bf,"Skymap (Mollweide fullsky, rotated)",skymap-thumbnail,https://data.cardiffgravity.org/gwcat-data/data/png/S190503bf_moll_rot.thumb.png
233,,2019-06-02T22:40:48.921,S190503bf,Skymap (no annotations),skymap-plain,https://data.cardiffgravity.org/gwcat-data/data/gravoscope/S190503bf_8192.png
234,,2019-05-03T19:00:50.000,S190503bf,Gravoscope tileset,gravoscope-tiles,https://data.cardiffgravity.org/gwcat-data/data/gravoscope/S190503bf-tiles
235,,,S190426c,GraceDB data,open-data,https://gracedb.ligo.org/api/superevents/S190426c/
236,,,S190426c,Sky Map,skymap-fits,https://gracedb.ligo.org/api/superevents/S190426c/files/LALInference1.fits.gz
237,,2019-06-02T05:45:24.444,S190426c,Skymap (Cartesian zoomed),skymap-plot,https://data.cardiffgravity.org/gwcat-data/data/png/S190426c_cartzoom.png
238,,2019-06-02T05:45:29.660,S190426c,Skymap (Cartesian fullsky),skymap-plot,https://data.cardiffgravity.org/gwcat-data/data/png/S190426c_cart.png
239,,2019-06-02T05:45:20.236,S190426c,Skymap (Mollweide fullsky),skymap-plot,https://data.cardiffgravity.org/gwcat-data/data/png/S190426c_moll.png
240,,2019-06-02T05:45:24.444,S190426c,Skymap (Cartesian zoomed),skymap-thumbnail,https://data.cardiffgravity.org/gwcat-data/data/png/S190426c_cartzoom.thumb.png
241,,2019-06-02T05:45:29.660,S190426c,Skymap (Cartesian fullsky),skymap-thumbnail,https://data.cardiffgravity.org/gwcat-data/data/png/S190426c_cart.thumb.png
242,,2019-06-02T05:45:20.237,S190426c,Skymap (Mollweide fullsky),skymap-thumbnail,https://data.cardiffgravity.org/gwcat-data/data/png/S190426c_moll.thumb.png
243,,,S190426c,GraceDB data,open-data,https://gracedb.ligo.org/api/superevents/S190426c/
244,,2019-06-02T05:45:46.681,S190426c,"Skymap (Cartesian fullsky, rotated)",skymap-plot,https://data.cardiffgravity.org/gwcat-data/data/png/S190426c_cart_rot.png
245,,2019-06-02T05:45:46.681,S190426c,"Skymap (Cartesian fullsky, rotated)",skymap-thumbnail,https://data.cardiffgravity.org/gwcat-data/data/png/S190426c_cart_rot.thumb.png
246,,2019-06-02T05:45:35.843,S190426c,"Skymap (Mollweide fullsky, rotated)",skymap-plot,https://data.cardiffgravity.org/gwcat-data/data/png/S190426c_moll_rot.png
247,,2019-06-02T05:45:35.844,S190426c,"Skymap (Mollweide fullsky, rotated)",skymap-thumbnail,https://data.cardiffgravity.org/gwcat-data/data/png/S190426c_moll_rot.thumb.png
248,,2019-06-02T22:40:33.260,S190426c,Skymap (no annotations),skymap-plain,https://data.cardiffgravity.org/gwcat-data/data/gravoscope/S190426c_8192.png
249,,2019-04-27T06:15:06.697,S190426c,Gravoscope tileset,gravoscope-tiles,https://data.cardiffgravity.org/gwcat-data/data/gravoscope/S190426c-tiles
250,,,S190425z,GraceDB data,open-data,https://gracedb.ligo.org/api/superevents/S190425z/
251,,,S190425z,Sky Map,skymap-fits,https://gracedb.ligo.org/api/superevents/S190425z/files/LALInference.fits.gz
252,,2019-06-02T05:44:56.533,S190425z,Skymap (Cartesian zoomed),skymap-plot,https://data.cardiffgravity.org/gwcat-data/data/png/S190425z_cartzoom.png
253,,2019-06-02T05:45:01.723,S190425z,Skymap (Cartesian fullsky),skymap-plot,https://data.cardiffgravity.org/gwcat-data/data/png/S190425z_cart.png
254,,2019-06-02T05:44:52.451,S190425z,Skymap (Mollweide fullsky),skymap-plot,https://data.cardiffgravity.org/gwcat-data/data/png/S190425z_moll.png
255,,2019-06-02T05:44:56.534,S190425z,Skymap (Cartesian zoomed),skymap-thumbnail,https://data.cardiffgravity.org/gwcat-data/data/png/S190425z_cartzoom.thumb.png
256,,2019-06-02T05:45:01.723,S190425z,Skymap (Cartesian fullsky),skymap-thumbnail,https://data.cardiffgravity.org/gwcat-data/data/png/S190425z_cart.thumb.png
257,,2019-06-02T05:44:52.451,S190425z,Skymap (Mollweide fullsky),skymap-thumbnail,https://data.cardiffgravity.org/gwcat-data/data/png/S190425z_moll.thumb.png
258,,,S190425z,GraceDB data,open-data,https://gracedb.ligo.org/api/superevents/S190425z/
259,,2019-06-02T05:45:13.111,S190425z,"Skymap (Cartesian fullsky, rotated)",skymap-plot,https://data.cardiffgravity.org/gwcat-data/data/png/S190425z_cart_rot.png
260,,2019-06-02T05:45:13.111,S190425z,"Skymap (Cartesian fullsky, rotated)",skymap-thumbnail,https://data.cardiffgravity.org/gwcat-data/data/png/S190425z_cart_rot.thumb.png
261,,2019-06-02T05:45:07.844,S190425z,"Skymap (Mollweide fullsky, rotated)",skymap-plot,https://data.cardiffgravity.org/gwcat-data/data/png/S190425z_moll_rot.png
262,,2019-06-02T05:45:07.844,S190425z,"Skymap (Mollweide fullsky, rotated)",skymap-thumbnail,https://data.cardiffgravity.org/gwcat-data/data/png/S190425z_moll_rot.thumb.png
263,,2019-06-02T22:40:17.673,S190425z,Skymap (no annotations),skymap-plain,https://data.cardiffgravity.org/gwcat-data/data/gravoscope/S190425z_8192.png
264,,2019-04-26T03:26:13.344,S190425z,Gravoscope tileset,gravoscope-tiles,https://data.cardiffgravity.org/gwcat-data/data/gravoscope/S190425z-tiles
265,,,S190421ar,GraceDB data,open-data,https://gracedb.ligo.org/api/superevents/S190421ar/
266,,,S190421ar,Sky Map,skymap-fits,https://gracedb.ligo.org/api/superevents/S190421ar/files/LALInference.fits.gz
267,,2019-06-02T05:44:29.480,S190421ar,Skymap (Cartesian zoomed),skymap-plot,https://data.cardiffgravity.org/gwcat-data/data/png/S190421ar_cartzoom.png
268,,2019-06-02T05:44:34.732,S190421ar,Skymap (Cartesian fullsky),skymap-plot,https://data.cardiffgravity.org/gwcat-data/data/png/S190421ar_cart.png
269,,2019-06-02T05:44:25.484,S190421ar,Skymap (Mollweide fullsky),skymap-plot,https://data.cardiffgravity.org/gwcat-data/data/png/S190421ar_moll.png
270,,2019-06-02T05:44:29.480,S190421ar,Skymap (Cartesian zoomed),skymap-thumbnail,https://data.cardiffgravity.org/gwcat-data/data/png/S190421ar_cartzoom.thumb.png
271,,2019-06-02T05:44:34.733,S190421ar,Skymap (Cartesian fullsky),skymap-thumbnail,https://data.cardiffgravity.org/gwcat-data/data/png/S190421ar_cart.thumb.png
272,,2019-06-02T05:44:25.485,S190421ar,Skymap (Mollweide fullsky),skymap-thumbnail,https://data.cardiffgravity.org/gwcat-data/data/png/S190421ar_moll.thumb.png
273,,,S190421ar,GraceDB data,open-data,https://gracedb.ligo.org/api/superevents/S190421ar/
274,,2019-06-02T05:44:46.176,S190421ar,"Skymap (Cartesian fullsky, rotated)",skymap-plot,https://data.cardiffgravity.org/gwcat-data/data/png/S190421ar_cart_rot.png
275,,2019-06-02T05:44:46.176,S190421ar,"Skymap (Cartesian fullsky, rotated)",skymap-thumbnail,https://data.cardiffgravity.org/gwcat-data/data/png/S190421ar_cart_rot.thumb.png
276,,2019-06-02T05:44:40.993,S190421ar,"Skymap (Mollweide fullsky, rotated)",skymap-plot,https://data.cardiffgravity.org/gwcat-data/data/png/S190421ar_moll_rot.png
277,,2019-06-02T05:44:40.993,S190421ar,"Skymap (Mollweide fullsky, rotated)",skymap-thumbnail,https://data.cardiffgravity.org/gwcat-data/data/png/S190421ar_moll_rot.thumb.png
278,,2019-06-02T22:40:02.811,S190421ar,Skymap (no annotations),skymap-plain,https://data.cardiffgravity.org/gwcat-data/data/gravoscope/S190421ar_8192.png
279,,2019-05-03T07:33:43.416,S190421ar,Gravoscope tileset,gravoscope-tiles,https://data.cardiffgravity.org/gwcat-data/data/gravoscope/S190421ar-tiles
280,,,S190412m,GraceDB data,open-data,https://gracedb.ligo.org/api/superevents/S190412m/
281,,,S190412m,Sky Map,skymap-fits,https://gracedb.ligo.org/api/superevents/S190412m/files/bayestar.fits.gz
282,,2019-06-02T05:43:56.145,S190412m,Skymap (Cartesian zoomed),skymap-plot,https://data.cardiffgravity.org/gwcat-data/data/png/S190412m_cartzoom.png
283,,2019-06-02T05:44:01.957,S190412m,Skymap (Cartesian fullsky),skymap-plot,https://data.cardiffgravity.org/gwcat-data/data/png/S190412m_cart.png
284,,2019-06-02T05:43:51.612,S190412m,Skymap (Mollweide fullsky),skymap-plot,https://data.cardiffgravity.org/gwcat-data/data/png/S190412m_moll.png
285,,2019-06-02T05:43:56.146,S190412m,Skymap (Cartesian zoomed),skymap-thumbnail,https://data.cardiffgravity.org/gwcat-data/data/png/S190412m_cartzoom.thumb.png
286,,2019-06-02T05:44:01.958,S190412m,Skymap (Cartesian fullsky),skymap-thumbnail,https://data.cardiffgravity.org/gwcat-data/data/png/S190412m_cart.thumb.png
287,,2019-06-02T05:43:51.613,S190412m,Skymap (Mollweide fullsky),skymap-thumbnail,https://data.cardiffgravity.org/gwcat-data/data/png/S190412m_moll.thumb.png
288,,,S190412m,GraceDB data,open-data,https://gracedb.ligo.org/api/superevents/S190412m/
289,,2019-06-02T05:44:19.331,S190412m,"Skymap (Cartesian fullsky, rotated)",skymap-plot,https://data.cardiffgravity.org/gwcat-data/data/png/S190412m_cart_rot.png
290,,2019-06-02T05:44:19.331,S190412m,"Skymap (Cartesian fullsky, rotated)",skymap-thumbnail,https://data.cardiffgravity.org/gwcat-data/data/png/S190412m_cart_rot.thumb.png
291,,2019-06-02T05:44:13.214,S190412m,"Skymap (Mollweide fullsky, rotated)",skymap-plot,https://data.cardiffgravity.org/gwcat-data/data/png/S190412m_moll_rot.png
292,,2019-06-02T05:44:13.214,S190412m,"Skymap (Mollweide fullsky, rotated)",skymap-thumbnail,https://data.cardiffgravity.org/gwcat-data/data/png/S190412m_moll_rot.thumb.png
293,,2019-06-02T22:39:47.898,S190412m,Skymap (no annotations),skymap-plain,https://data.cardiffgravity.org/gwcat-data/data/gravoscope/S190412m_8192.png
294,,2019-04-12T05:31:53.000,S190412m,Gravoscope tileset,gravoscope-tiles,https://data.cardiffgravity.org/gwcat-data/data/gravoscope/S190412m-tiles
295,,,S190408an,GraceDB data,open-data,https://gracedb.ligo.org/api/superevents/S190408an/
296,,,S190408an,Sky Map,skymap-fits,https://gracedb.ligo.org/api/superevents/S190408an/files/bayestar.fits.gz
297,,2019-06-02T05:43:22.847,S190408an,Skymap (Cartesian zoomed),skymap-plot,https://data.cardiffgravity.org/gwcat-data/data/png/S190408an_cartzoom.png
298,,2019-06-02T05:43:22.848,S190408an,Skymap (Cartesian zoomed),skymap-thumbnail,https://data.cardiffgravity.org/gwcat-data/data/png/S190408an_cartzoom.thumb.png
299,,2019-06-02T05:43:28.612,S190408an,Skymap (Cartesian fullsky),skymap-plot,https://data.cardiffgravity.org/gwcat-data/data/png/S190408an_cart.png
300,,2019-06-02T05:43:28.613,S190408an,Skymap (Cartesian fullsky),skymap-thumbnail,https://data.cardiffgravity.org/gwcat-data/data/png/S190408an_cart.thumb.png
301,,2019-06-02T05:43:18.164,S190408an,Skymap (Mollweide fullsky),skymap-plot,https://data.cardiffgravity.org/gwcat-data/data/png/S190408an_moll.png
302,,2019-06-02T05:43:18.165,S190408an,Skymap (Mollweide fullsky),skymap-thumbnail,https://data.cardiffgravity.org/gwcat-data/data/png/S190408an_moll.thumb.png
303,,2019-06-02T05:43:41.179,S190408an,"Skymap (Cartesian fullsky, rotated)",skymap-plot,https://data.cardiffgravity.org/gwcat-data/data/png/S190408an_cart_rot.png
304,,2019-06-02T05:43:41.180,S190408an,"Skymap (Cartesian fullsky, rotated)",skymap-thumbnail,https://data.cardiffgravity.org/gwcat-data/data/png/S190408an_cart_rot.thumb.png
305,,2019-06-02T05:43:35.308,S190408an,"Skymap (Mollweide fullsky, rotated)",skymap-plot,https://data.cardiffgravity.org/gwcat-data/data/png/S190408an_moll_rot.png
306,,2019-06-02T05:43:35.308,S190408an,"Skymap (Mollweide fullsky, rotated)",skymap-thumbnail,https://data.cardiffgravity.org/gwcat-data/data/png/S190408an_moll_rot.thumb.png
307,,,S190408an,GraceDB data,open-data,https://gracedb.ligo.org/api/superevents/S190408an/
308,,2019-06-02T22:39:29.073,S190408an,Skymap (no annotations),skymap-plain,https://data.cardiffgravity.org/gwcat-data/data/gravoscope/S190408an_8192.png
309,,2019-04-08T18:24:15.000,S190408an,Gravoscope tileset,gravoscope-tiles,https://data.cardiffgravity.org/gwcat-data/data/gravoscope/S190408an-tiles
310,,,S190517h,GraceDB data,open-data,https://gracedb.ligo.org/api/superevents/S190517h/
311,,,S190517h,Sky Map,skymap-fits,https://gracedb.ligo.org/api/superevents/S190517h/files/bayestar.fits.gz
312,,2019-06-02T05:48:30.726,S190517h,Skymap (Mollweide fullsky),skymap-plot,https://data.cardiffgravity.org/gwcat-data/data/png/S190517h_moll.png
313,,2019-06-02T05:48:30.726,S190517h,Skymap (Mollweide fullsky),skymap-thumbnail,https://data.cardiffgravity.org/gwcat-data/data/png/S190517h_moll.thumb.png
314,,2019-06-02T05:48:36.112,S190517h,Skymap (Cartesian zoomed),skymap-plot,https://data.cardiffgravity.org/gwcat-data/data/png/S190517h_cartzoom.png
315,,2019-06-02T05:48:36.112,S190517h,Skymap (Cartesian zoomed),skymap-thumbnail,https://data.cardiffgravity.org/gwcat-data/data/png/S190517h_cartzoom.thumb.png
316,,2019-06-02T05:48:42.415,S190517h,Skymap (Cartesian fullsky),skymap-plot,https://data.cardiffgravity.org/gwcat-data/data/png/S190517h_cart.png
317,,2019-06-02T05:48:42.415,S190517h,Skymap (Cartesian fullsky),skymap-thumbnail,https://data.cardiffgravity.org/gwcat-data/data/png/S190517h_cart.thumb.png
318,,2019-06-02T05:48:49.882,S190517h,"Skymap (Mollweide fullsky, rotated)",skymap-plot,https://data.cardiffgravity.org/gwcat-data/data/png/S190517h_moll_rot.png
319,,2019-06-02T05:48:49.883,S190517h,"Skymap (Mollweide fullsky, rotated)",skymap-thumbnail,https://data.cardiffgravity.org/gwcat-data/data/png/S190517h_moll_rot.thumb.png
320,,2019-06-02T05:48:56.293,S190517h,"Skymap (Cartesian fullsky, rotated)",skymap-plot,https://data.cardiffgravity.org/gwcat-data/data/png/S190517h_cart_rot.png
321,,2019-06-02T05:48:56.293,S190517h,"Skymap (Cartesian fullsky, rotated)",skymap-thumbnail,https://data.cardiffgravity.org/gwcat-data/data/png/S190517h_cart_rot.thumb.png
322,,,S190517h,GraceDB data,open-data,https://gracedb.ligo.org/api/superevents/S190517h/
323,,2019-06-02T22:42:03.409,S190517h,Skymap (no annotations),skymap-plain,https://data.cardiffgravity.org/gwcat-data/data/gravoscope/S190517h_8192.png
324,,2019-05-17T05:54:28.000,S190517h,Gravoscope tileset,gravoscope-tiles,https://data.cardiffgravity.org/gwcat-data/data/gravoscope/S190517h-tiles
325,,,S190519bj,GraceDB data,open-data,https://gracedb.ligo.org/api/superevents/S190519bj/
326,,,S190519bj,Sky Map,skymap-fits,https://gracedb.ligo.org/api/superevents/S190519bj/files/bayestar.fits.gz
327,,2019-06-02T05:49:03.335,S190519bj,Skymap (Mollweide fullsky),skymap-plot,https://data.cardiffgravity.org/gwcat-data/data/png/S190519bj_moll.png
328,,2019-06-02T05:49:03.336,S190519bj,Skymap (Mollweide fullsky),skymap-thumbnail,https://data.cardiffgravity.org/gwcat-data/data/png/S190519bj_moll.thumb.png
329,,2019-06-02T05:49:07.652,S190519bj,Skymap (Cartesian zoomed),skymap-plot,https://data.cardiffgravity.org/gwcat-data/data/png/S190519bj_cartzoom.png
330,,2019-06-02T05:49:07.653,S190519bj,Skymap (Cartesian zoomed),skymap-thumbnail,https://data.cardiffgravity.org/gwcat-data/data/png/S190519bj_cartzoom.thumb.png
331,,2019-06-02T05:49:13.172,S190519bj,Skymap (Cartesian fullsky),skymap-plot,https://data.cardiffgravity.org/gwcat-data/data/png/S190519bj_cart.png
332,,2019-06-02T05:49:13.173,S190519bj,Skymap (Cartesian fullsky),skymap-thumbnail,https://data.cardiffgravity.org/gwcat-data/data/png/S190519bj_cart.thumb.png
333,,2019-06-02T05:49:19.692,S190519bj,"Skymap (Mollweide fullsky, rotated)",skymap-plot,https://data.cardiffgravity.org/gwcat-data/data/png/S190519bj_moll_rot.png
334,,2019-06-02T05:49:19.692,S190519bj,"Skymap (Mollweide fullsky, rotated)",skymap-thumbnail,https://data.cardiffgravity.org/gwcat-data/data/png/S190519bj_moll_rot.thumb.png
335,,2019-06-02T05:49:25.301,S190519bj,"Skymap (Cartesian fullsky, rotated)",skymap-plot,https://data.cardiffgravity.org/gwcat-data/data/png/S190519bj_cart_rot.png
336,,2019-06-02T05:49:25.302,S190519bj,"Skymap (Cartesian fullsky, rotated)",skymap-thumbnail,https://data.cardiffgravity.org/gwcat-data/data/png/S190519bj_cart_rot.thumb.png
337,,,S190519bj,GraceDB data,open-data,https://gracedb.ligo.org/api/superevents/S190519bj/
338,,2019-06-02T22:42:18.906,S190519bj,Skymap (no annotations),skymap-plain,https://data.cardiffgravity.org/gwcat-data/data/gravoscope/S190519bj_8192.png
339,,2019-05-19T15:43:31.000,S190519bj,Gravoscope tileset,gravoscope-tiles,https://data.cardiffgravity.org/gwcat-data/data/gravoscope/S190519bj-tiles
340,,,S190521g,GraceDB data,open-data,https://gracedb.ligo.org/api/superevents/S190521g/
341,,,S190521g,Sky Map,skymap-fits,https://gracedb.ligo.org/api/superevents/S190521g/files/LALInference.fits.gz
342,,2019-06-02T05:49:32.725,S190521g,Skymap (Mollweide fullsky),skymap-plot,https://data.cardiffgravity.org/gwcat-data/data/png/S190521g_moll.png
343,,2019-06-02T05:49:32.726,S190521g,Skymap (Mollweide fullsky),skymap-thumbnail,https://data.cardiffgravity.org/gwcat-data/data/png/S190521g_moll.thumb.png
344,,2019-06-02T05:49:37.170,S190521g,Skymap (Cartesian zoomed),skymap-plot,https://data.cardiffgravity.org/gwcat-data/data/png/S190521g_cartzoom.png
345,,2019-06-02T05:49:37.171,S190521g,Skymap (Cartesian zoomed),skymap-thumbnail,https://data.cardiffgravity.org/gwcat-data/data/png/S190521g_cartzoom.thumb.png
346,,2019-06-02T05:49:42.854,S190521g,Skymap (Cartesian fullsky),skymap-plot,https://data.cardiffgravity.org/gwcat-data/data/png/S190521g_cart.png
347,,2019-06-02T05:49:42.855,S190521g,Skymap (Cartesian fullsky),skymap-thumbnail,https://data.cardiffgravity.org/gwcat-data/data/png/S190521g_cart.thumb.png
348,,2019-06-02T05:49:49.412,S190521g,"Skymap (Mollweide fullsky, rotated)",skymap-plot,https://data.cardiffgravity.org/gwcat-data/data/png/S190521g_moll_rot.png
349,,2019-06-02T05:49:49.413,S190521g,"Skymap (Mollweide fullsky, rotated)",skymap-thumbnail,https://data.cardiffgravity.org/gwcat-data/data/png/S190521g_moll_rot.thumb.png
350,,2019-06-02T05:49:54.950,S190521g,"Skymap (Cartesian fullsky, rotated)",skymap-plot,https://data.cardiffgravity.org/gwcat-data/data/png/S190521g_cart_rot.png
351,,2019-06-02T05:49:54.951,S190521g,"Skymap (Cartesian fullsky, rotated)",skymap-thumbnail,https://data.cardiffgravity.org/gwcat-data/data/png/S190521g_cart_rot.thumb.png
352,,,S190521g,GraceDB data,open-data,https://gracedb.ligo.org/api/superevents/S190521g/
353,,2019-06-02T22:42:34.416,S190521g,Skymap (no annotations),skymap-plain,https://data.cardiffgravity.org/gwcat-data/data/gravoscope/S190521g_8192.png
354,,2019-05-21T06:41:11.606,S190521g,Gravoscope tileset,gravoscope-tiles,https://data.cardiffgravity.org/gwcat-data/data/gravoscope/S190521g-tiles
355,,,S190521r,GraceDB data,open-data,https://gracedb.ligo.org/api/superevents/S190521r/
356,,,S190521r,Sky Map,skymap-fits,https://gracedb.ligo.org/api/superevents/S190521r/files/bayestar.fits.gz
357,,2019-06-02T05:50:02.120,S190521r,Skymap (Mollweide fullsky),skymap-plot,https://data.cardiffgravity.org/gwcat-data/data/png/S190521r_moll.png
358,,2019-06-02T05:50:02.120,S190521r,Skymap (Mollweide fullsky),skymap-thumbnail,https://data.cardiffgravity.org/gwcat-data/data/png/S190521r_moll.thumb.png
359,,2019-06-02T05:50:06.380,S190521r,Skymap (Cartesian zoomed),skymap-plot,https://data.cardiffgravity.org/gwcat-data/data/png/S190521r_cartzoom.png
360,,2019-06-02T05:50:06.380,S190521r,Skymap (Cartesian zoomed),skymap-thumbnail,https://data.cardiffgravity.org/gwcat-data/data/png/S190521r_cartzoom.thumb.png
361,,2019-06-02T05:50:11.761,S190521r,Skymap (Cartesian fullsky),skymap-plot,https://data.cardiffgravity.org/gwcat-data/data/png/S190521r_cart.png
362,,2019-06-02T05:50:11.763,S190521r,Skymap (Cartesian fullsky),skymap-thumbnail,https://data.cardiffgravity.org/gwcat-data/data/png/S190521r_cart.thumb.png
363,,2019-06-02T05:50:18.170,S190521r,"Skymap (Mollweide fullsky, rotated)",skymap-plot,https://data.cardiffgravity.org/gwcat-data/data/png/S190521r_moll_rot.png
364,,2019-06-02T05:50:18.170,S190521r,"Skymap (Mollweide fullsky, rotated)",skymap-thumbnail,https://data.cardiffgravity.org/gwcat-data/data/png/S190521r_moll_rot.thumb.png
365,,2019-06-02T05:50:23.613,S190521r,"Skymap (Cartesian fullsky, rotated)",skymap-plot,https://data.cardiffgravity.org/gwcat-data/data/png/S190521r_cart_rot.png
366,,2019-06-02T05:50:23.613,S190521r,"Skymap (Cartesian fullsky, rotated)",skymap-thumbnail,https://data.cardiffgravity.org/gwcat-data/data/png/S190521r_cart_rot.thumb.png
367,,,S190521r,GraceDB data,open-data,https://gracedb.ligo.org/api/superevents/S190521r/
368,,2019-06-02T22:42:50.129,S190521r,Skymap (no annotations),skymap-plain,https://data.cardiffgravity.org/gwcat-data/data/gravoscope/S190521r_8192.png
369,,2019-05-21T07:47:09.000,S190521r,Gravoscope tileset,gravoscope-tiles,https://data.cardiffgravity.org/gwcat-data/data/gravoscope/S190521r-tiles
370,,,S190602aq,GraceDB data,open-data,https://gracedb.ligo.org/api/superevents/S190602aq/
371,,,S190602aq,Sky Map,skymap-fits,https://gracedb.ligo.org/api/superevents/S190602aq/files/bayestar.fits.gz
372,,2019-06-02T22:42:57.592,S190602aq,Skymap (Mollweide fullsky),skymap-plot,https://data.cardiffgravity.org/gwcat-data/data/png/S190602aq_moll.png
373,,2019-06-02T22:42:57.592,S190602aq,Skymap (Mollweide fullsky),skymap-thumbnail,https://data.cardiffgravity.org/gwcat-data/data/png/S190602aq_moll.thumb.png
