Ref,event,url,text,type,filetype,created,offset,tmerge,files,src,file,url-loc
524,GW190828_065509,https://ligo.gravity.cf.ac.uk/chris.north/gwcat-data/data/gravoscope/GW190828_065509-tiles,Gravoscope tileset,gravoscope-tiles,,2023-05-20T12:04:30.061,,,,,,
525,GW190909_114149,https://www.gw-openscience.org/eventapi/json/GWTC-2/GW190909_114149/v1,JSON file,json-url,,,,,,,,
526,GW190909_114149,https://gwosc.org/eventapi/html/GWTC-2.1-auxiliary/GW190909_114149/v2,GWTC link,open-data,,,,,,,,
527,GW190909_114149,https://dcc.ligo.org/public/0169/P2000223/007/GW190909_114149.tar,Data file,data-file,tar,,,,,,,
528,GW190909_114149,https://data.cardiffgravity.org/gwcat-data/data/waveforms/waveform_GW190909_114149_compress.txt,Simulated waveform (compressed),waveform-compressed,,2021-11-18T00:13:42.068,-0.25736,0.0,,,,
529,GW190909_114149,https://ligo.gravity.cf.ac.uk/~chris.north/gwcat-data/data/png/,Skymaps,skymaps-plot,,2023-06-04T11:38:40.105,,,"{'moll': {'file': 'GW190909_114149_moll.png', 'text': 'Skymap (Mollweide fullsky)'}, 'moll_pretty': {'file': 'GW190909_114149_moll_pretty.png', 'text': 'Skymap (Mollweide fullsky, pretty)'}, 'moll_pretty_black': {'file': 'GW190909_114149_moll_pretty_black.png', 'text': 'Skymap (Mollweide fullsky, pretty black)'}, 'cartzoom': {'file': 'GW190909_114149_cartzoom.png', 'text': 'Skymap (Cartesian zoomed)'}, 'cartzoom_pretty': {'file': 'GW190909_114149_cartzoom_pretty.png', 'text': 'Skymap (Cartesian zoomed, pretty)'}, 'cart': {'file': 'GW190909_114149_cart.png', 'text': 'Skymap (Cartesian fullsky)'}, 'moll_rot': {'file': 'GW190909_114149_moll_rot.png', 'text': 'Skymap (Mollweide fullsky, rotated)'}, 'cart_rot': {'file': 'GW190909_114149_cart_rot.png', 'text': 'Skymap (Cartesian fullsky, rotated)'}}",,,
530,GW190909_114149,https://ligo.gravity.cf.ac.uk/~chris.north/gwcat-data/data/gravoscope/,Skymaps (plain),skymaps-plain,,2023-06-04T11:38:40.107,,,"{'gal_8192': {'text': 'Skymap (no annotations)', 'file': 'GW190909_114149_8192.png'}, 'eq_8192': {'text': 'Skymap (Equatorial, no annotations)', 'file': 'GW190909_114149_8192_eq.png'}, 'eq_4096': {'text': 'Skymap 4096px (Equatorial, no annotations)', 'file': 'GW190909_114149_4096_eq.png'}}",,,
531,GW190909_114149,https://ligo.gravity.cf.ac.uk/~chris.north/gwcat-data/data/png/,Skymaps,skymaps-thumb,,2023-06-04T11:38:40.106,,,"{'moll': {'file': 'GW190909_114149_moll.thumb.png', 'text': 'Skymap (Mollweide fullsky)'}, 'moll_pretty': {'file': 'GW190909_114149_moll_pretty.thumb.png', 'text': 'Skymap (Mollweide fullsky, pretty)'}, 'moll_pretty_black': {'file': 'GW190909_114149_moll_pretty_black.thumb.png', 'text': 'Skymap (Mollweide fullsky, pretty black)'}, 'cartzoom': {'file': 'GW190909_114149_cartzoom.thumb.png', 'text': 'Skymap (Cartesian zoomed)'}, 'cartzoom_pretty': {'file': 'GW190909_114149_cartzoom_pretty.thumb.png', 'text': 'Skymap (Cartesian zoomed, pretty)'}, 'cart': {'file': 'GW190909_114149_cart.thumb.png', 'text': 'Skymap (Cartesian fullsky)'}, 'moll_rot': {'file': 'GW190909_114149_moll_rot.thumb.png', 'text': 'Skymap (Mollweide fullsky, rotated)'}, 'cart_rot': {'file': 'GW190909_114149_cart_rot.thumb.png', 'text': 'Skymap (Cartesian fullsky, rotated)'}}",,,
532,GW190909_114149,https://gwosc.org/eventapi/json/GWTC-2.1-auxiliary/GW190909_114149/v2,JSON file,json-url,,,,,,,,
533,GW190909_114149,https://ligo.gravity.cf.ac.uk/chris.north/gwcat-data/data/fits/GW190909_114149/GW190909_114149_PublicationSamples.fits,Sky Map (local mirror),skymap-fits-local,,,,,,,,
534,GW190909_114149,https://ligo.gravity.cf.ac.uk/chris.north/gwcat-data/data/gravoscope/GW190909_114149-tiles,Gravoscope tileset,gravoscope-tiles,,2023-05-20T12:08:15.120,,,,,,
535,GW190910_112807,https://www.gw-openscience.org/eventapi/json/GWTC-2/GW190910_112807/v1,JSON file,json-url,,,,,,,,
536,GW190910_112807,https://gwosc.org/eventapi/html/GWTC-2.1-confident/GW190910_112807/v2,GWTC link,open-data,,,,,,,,
537,GW190910_112807,https://zenodo.org/api/files/ecf41927-9275-47da-8b37-e299693fe5cb/IGWN-GWTC2p1-v2-GW190910_112807_PEDataRelease_mixed_cosmo.h5,Data file,data-file,h5,,,,,zenodo,,
538,GW190910_112807,https://data.cardiffgravity.org/gwcat-data/data/waveforms/waveform_GW190910_112807_compress.txt,Simulated waveform (compressed),waveform-compressed,,2021-11-18T00:13:42.880,-0.21833,0.0,,,,
539,GW190910_112807,https://ligo.gravity.cf.ac.uk/~chris.north/gwcat-data/data/png/,Skymaps,skymaps-plot,,2023-06-04T11:38:40.109,,,"{'moll': {'file': 'GW190910_112807_moll.png', 'text': 'Skymap (Mollweide fullsky)'}, 'moll_pretty': {'file': 'GW190910_112807_moll_pretty.png', 'text': 'Skymap (Mollweide fullsky, pretty)'}, 'moll_pretty_black': {'file': 'GW190910_112807_moll_pretty_black.png', 'text': 'Skymap (Mollweide fullsky, pretty black)'}, 'cartzoom': {'file': 'GW190910_112807_cartzoom.png', 'text': 'Skymap (Cartesian zoomed)'}, 'cartzoom_pretty': {'file': 'GW190910_112807_cartzoom_pretty.png', 'text': 'Skymap (Cartesian zoomed, pretty)'}, 'cart': {'file': 'GW190910_112807_cart.png', 'text': 'Skymap (Cartesian fullsky)'}, 'moll_rot': {'file': 'GW190910_112807_moll_rot.png', 'text': 'Skymap (Mollweide fullsky, rotated)'}, 'cart_rot': {'file': 'GW190910_112807_cart_rot.png', 'text': 'Skymap (Cartesian fullsky, rotated)'}}",,,
540,GW190910_112807,https://ligo.gravity.cf.ac.uk/~chris.north/gwcat-data/data/gravoscope/,Skymaps (plain),skymaps-plain,,2023-06-04T11:38:40.110,,,"{'gal_8192': {'text': 'Skymap (no annotations)', 'file': 'GW190910_112807_8192.png'}, 'eq_8192': {'text': 'Skymap (Equatorial, no annotations)', 'file': 'GW190910_112807_8192_eq.png'}, 'eq_4096': {'text': 'Skymap 4096px (Equatorial, no annotations)', 'file': 'GW190910_112807_4096_eq.png'}}",,,
541,GW190910_112807,https://ligo.gravity.cf.ac.uk/~chris.north/gwcat-data/data/png/,Skymaps,skymaps-thumb,,2023-06-04T11:38:40.109,,,"{'moll': {'file': 'GW190910_112807_moll.thumb.png', 'text': 'Skymap (Mollweide fullsky)'}, 'moll_pretty': {'file': 'GW190910_112807_moll_pretty.thumb.png', 'text': 'Skymap (Mollweide fullsky, pretty)'}, 'moll_pretty_black': {'file': 'GW190910_112807_moll_pretty_black.thumb.png', 'text': 'Skymap (Mollweide fullsky, pretty black)'}, 'cartzoom': {'file': 'GW190910_112807_cartzoom.thumb.png', 'text': 'Skymap (Cartesian zoomed)'}, 'cartzoom_pretty': {'file': 'GW190910_112807_cartzoom_pretty.thumb.png', 'text': 'Skymap (Cartesian zoomed, pretty)'}, 'cart': {'file': 'GW190910_112807_cart.thumb.png', 'text': 'Skymap (Cartesian fullsky)'}, 'moll_rot': {'file': 'GW190910_112807_moll_rot.thumb.png', 'text': 'Skymap (Mollweide fullsky, rotated)'}, 'cart_rot': {'file': 'GW190910_112807_cart_rot.thumb.png', 'text': 'Skymap (Cartesian fullsky, rotated)'}}",,,
542,GW190910_112807,https://ligo.gravity.cf.ac.uk/chris.north/gwcat-data/data/fits/GW190910_112807/GW190910_112807_PublicationSamples.fits,Sky Map (local mirror),skymap-fits-local,,,,,,,,
543,GW190910_112807,https://gwosc.org/eventapi/json/GWTC-2.1-confident/GW190910_112807/v2,JSON file,json-url,,,,,,,,
544,GW190910_112807,https://zenodo.org/record/5117703/files/IGWN-GWTC2p1-v1-PESkyMaps.tar.gz,Sky Map,skymap-fits,tar,,,,,,,
545,GW190910_112807,https://ligo.gravity.cf.ac.uk/chris.north/gwcat-data/data/gravoscope/GW190910_112807-tiles,Gravoscope tileset,gravoscope-tiles,,2023-05-20T12:12:00.057,,,,,,
546,GW190915_235702,https://www.gw-openscience.org/eventapi/json/GWTC-2/GW190915_235702/v1,JSON file,json-url,,,,,,,,
547,GW190915_235702,https://gwosc.org/eventapi/html/GWTC-2.1-confident/GW190915_235702/v2,GWTC link,open-data,,,,,,,,
548,GW190915_235702,https://zenodo.org/api/files/ecf41927-9275-47da-8b37-e299693fe5cb/IGWN-GWTC2p1-v2-GW190915_235702_PEDataRelease_mixed_cosmo.h5,Data file,data-file,h5,,,,,zenodo,,
549,GW190915_235702,https://data.cardiffgravity.org/gwcat-data/data/waveforms/waveform_GW190915_235702_compress.txt,Simulated waveform (compressed),waveform-compressed,,2021-11-18T00:13:43.904,-0.35347,0.0,,,,
550,GW190915_235702,https://ligo.gravity.cf.ac.uk/~chris.north/gwcat-data/data/png/,Skymaps,skymaps-plot,,2023-06-04T11:38:40.112,,,"{'moll': {'file': 'GW190915_235702_moll.png', 'text': 'Skymap (Mollweide fullsky)'}, 'moll_pretty': {'file': 'GW190915_235702_moll_pretty.png', 'text': 'Skymap (Mollweide fullsky, pretty)'}, 'moll_pretty_black': {'file': 'GW190915_235702_moll_pretty_black.png', 'text': 'Skymap (Mollweide fullsky, pretty black)'}, 'cartzoom': {'file': 'GW190915_235702_cartzoom.png', 'text': 'Skymap (Cartesian zoomed)'}, 'cartzoom_pretty': {'file': 'GW190915_235702_cartzoom_pretty.png', 'text': 'Skymap (Cartesian zoomed, pretty)'}, 'cart': {'file': 'GW190915_235702_cart.png', 'text': 'Skymap (Cartesian fullsky)'}, 'moll_rot': {'file': 'GW190915_235702_moll_rot.png', 'text': 'Skymap (Mollweide fullsky, rotated)'}, 'cart_rot': {'file': 'GW190915_235702_cart_rot.png', 'text': 'Skymap (Cartesian fullsky, rotated)'}}",,,
551,GW190915_235702,https://ligo.gravity.cf.ac.uk/~chris.north/gwcat-data/data/gravoscope/,Skymaps (plain),skymaps-plain,,2023-06-04T11:38:40.114,,,"{'gal_8192': {'text': 'Skymap (no annotations)', 'file': 'GW190915_235702_8192.png'}, 'eq_8192': {'text': 'Skymap (Equatorial, no annotations)', 'file': 'GW190915_235702_8192_eq.png'}, 'eq_4096': {'text': 'Skymap 4096px (Equatorial, no annotations)', 'file': 'GW190915_235702_4096_eq.png'}}",,,
552,GW190915_235702,https://ligo.gravity.cf.ac.uk/~chris.north/gwcat-data/data/png/,Skymaps,skymaps-thumb,,2023-06-04T11:38:40.113,,,"{'moll': {'file': 'GW190915_235702_moll.thumb.png', 'text': 'Skymap (Mollweide fullsky)'}, 'moll_pretty': {'file': 'GW190915_235702_moll_pretty.thumb.png', 'text': 'Skymap (Mollweide fullsky, pretty)'}, 'moll_pretty_black': {'file': 'GW190915_235702_moll_pretty_black.thumb.png', 'text': 'Skymap (Mollweide fullsky, pretty black)'}, 'cartzoom': {'file': 'GW190915_235702_cartzoom.thumb.png', 'text': 'Skymap (Cartesian zoomed)'}, 'cartzoom_pretty': {'file': 'GW190915_235702_cartzoom_pretty.thumb.png', 'text': 'Skymap (Cartesian zoomed, pretty)'}, 'cart': {'file': 'GW190915_235702_cart.thumb.png', 'text': 'Skymap (Cartesian fullsky)'}, 'moll_rot': {'file': 'GW190915_235702_moll_rot.thumb.png', 'text': 'Skymap (Mollweide fullsky, rotated)'}, 'cart_rot': {'file': 'GW190915_235702_cart_rot.thumb.png', 'text': 'Skymap (Cartesian fullsky, rotated)'}}",,,
553,GW190915_235702,https://ligo.gravity.cf.ac.uk/chris.north/gwcat-data/data/fits/GW190915_235702/GW190915_235702_PublicationSamples.fits,Sky Map (local mirror),skymap-fits-local,,,,,,,,
554,GW190915_235702,https://gwosc.org/eventapi/json/GWTC-2.1-confident/GW190915_235702/v2,JSON file,json-url,,,,,,,,
555,GW190915_235702,https://zenodo.org/record/5117703/files/IGWN-GWTC2p1-v1-PESkyMaps.tar.gz,Sky Map,skymap-fits,tar,,,,,,,
556,GW190915_235702,https://ligo.gravity.cf.ac.uk/chris.north/gwcat-data/data/gravoscope/GW190915_235702-tiles,Gravoscope tileset,gravoscope-tiles,,2023-05-20T12:15:43.048,,,,,,
557,GW190916_200658,https://www.gw-openscience.org/eventapi/json/GWTC-2.1-confident/GW190916_200658/v1,JSON file,json-url,,,,,,,,
558,GW190916_200658,https://gwosc.org/eventapi/html/GWTC-2.1-confident/GW190916_200658/v1,GWTC link,open-data,,,,,,,,
559,GW190916_200658,https://zenodo.org/api/files/ecf41927-9275-47da-8b37-e299693fe5cb/IGWN-GWTC2p1-v2-GW190916_200658_PEDataRelease_mixed_cosmo.h5,Data file,data-file,h5,,,,,zenodo,,
560,GW190916_200658,https://zenodo.org/record/5117703/files/IGWN-GWTC2p1-v1-PESkyMaps.tar.gz,Sky Map,skymap-fits,tar,,,,,,,
561,GW190916_200658,https://data.cardiffgravity.org/gwcat-data/data/waveforms/waveform_GW190916_200658_compress.txt,Simulated waveform (compressed),waveform-compressed,,2021-11-18T00:13:45.078,-0.31316,0.0,,,,
562,GW190916_200658,https://ligo.gravity.cf.ac.uk/~chris.north/gwcat-data/data/png/,Skymaps,skymaps-plot,,2023-06-04T11:38:40.116,,,"{'moll': {'file': 'GW190916_200658_moll.png', 'text': 'Skymap (Mollweide fullsky)'}, 'moll_pretty': {'file': 'GW190916_200658_moll_pretty.png', 'text': 'Skymap (Mollweide fullsky, pretty)'}, 'moll_pretty_black': {'file': 'GW190916_200658_moll_pretty_black.png', 'text': 'Skymap (Mollweide fullsky, pretty black)'}, 'cartzoom': {'file': 'GW190916_200658_cartzoom.png', 'text': 'Skymap (Cartesian zoomed)'}, 'cartzoom_pretty': {'file': 'GW190916_200658_cartzoom_pretty.png', 'text': 'Skymap (Cartesian zoomed, pretty)'}, 'cart': {'file': 'GW190916_200658_cart.png', 'text': 'Skymap (Cartesian fullsky)'}, 'moll_rot': {'file': 'GW190916_200658_moll_rot.png', 'text': 'Skymap (Mollweide fullsky, rotated)'}, 'cart_rot': {'file': 'GW190916_200658_cart_rot.png', 'text': 'Skymap (Cartesian fullsky, rotated)'}}",,,
563,GW190916_200658,https://ligo.gravity.cf.ac.uk/~chris.north/gwcat-data/data/gravoscope/,Skymaps (plain),skymaps-plain,,2023-06-04T11:38:40.117,,,"{'gal_8192': {'text': 'Skymap (no annotations)', 'file': 'GW190916_200658_8192.png'}, 'eq_8192': {'text': 'Skymap (Equatorial, no annotations)', 'file': 'GW190916_200658_8192_eq.png'}, 'eq_4096': {'text': 'Skymap 4096px (Equatorial, no annotations)', 'file': 'GW190916_200658_4096_eq.png'}}",,,
564,GW190916_200658,https://ligo.gravity.cf.ac.uk/~chris.north/gwcat-data/data/png/,Skymaps,skymaps-thumb,,2023-06-04T11:38:40.116,,,"{'moll': {'file': 'GW190916_200658_moll.thumb.png', 'text': 'Skymap (Mollweide fullsky)'}, 'moll_pretty': {'file': 'GW190916_200658_moll_pretty.thumb.png', 'text': 'Skymap (Mollweide fullsky, pretty)'}, 'moll_pretty_black': {'file': 'GW190916_200658_moll_pretty_black.thumb.png', 'text': 'Skymap (Mollweide fullsky, pretty black)'}, 'cartzoom': {'file': 'GW190916_200658_cartzoom.thumb.png', 'text': 'Skymap (Cartesian zoomed)'}, 'cartzoom_pretty': {'file': 'GW190916_200658_cartzoom_pretty.thumb.png', 'text': 'Skymap (Cartesian zoomed, pretty)'}, 'cart': {'file': 'GW190916_200658_cart.thumb.png', 'text': 'Skymap (Cartesian fullsky)'}, 'moll_rot': {'file': 'GW190916_200658_moll_rot.thumb.png', 'text': 'Skymap (Mollweide fullsky, rotated)'}, 'cart_rot': {'file': 'GW190916_200658_cart_rot.thumb.png', 'text': 'Skymap (Cartesian fullsky, rotated)'}}",,,
565,GW190916_200658,https://ligo.gravity.cf.ac.uk/chris.north/gwcat-data/data/fits/IGWN-GWTC2p1-v1-PESkyMaps/GW190916_200658_skymaps/IMRPhenomXPHM_comoving.fits,Sky Map (local mirror),skymap-fits-local,,,,,,,,
566,GW190916_200658,https://gwosc.org/eventapi/json/GWTC-2.1-confident/GW190916_200658/v1,JSON file,json-url,,,,,,,,
567,GW190916_200658,https://ligo.gravity.cf.ac.uk/chris.north/gwcat-data/data/gravoscope/GW190916_200658-tiles,Gravoscope tileset,gravoscope-tiles,,2023-05-20T12:19:28.466,,,,,,
568,GW190917_114630,https://www.gw-openscience.org/eventapi/json/GWTC-2.1-confident/GW190917_114630/v1,JSON file,json-url,,,,,,,,
569,GW190917_114630,https://gwosc.org/eventapi/html/GWTC-2.1-confident/GW190917_114630/v1,GWTC link,open-data,,,,,,,,
570,GW190917_114630,https://zenodo.org/api/files/ecf41927-9275-47da-8b37-e299693fe5cb/IGWN-GWTC2p1-v2-GW190917_114630_PEDataRelease_mixed_cosmo.h5,Data file,data-file,h5,,,,,zenodo,,
571,GW190917_114630,https://zenodo.org/record/5117703/files/IGWN-GWTC2p1-v1-PESkyMaps.tar.gz,Sky Map,skymap-fits,tar,,,,,,,
572,GW190917_114630,https://data.cardiffgravity.org/gwcat-data/data/waveforms/waveform_GW190917_114630_compress.txt,Simulated waveform (compressed),waveform-compressed,,2021-11-18T00:13:50.636,-8.16907,0.0,,,,
573,GW190917_114630,https://ligo.gravity.cf.ac.uk/~chris.north/gwcat-data/data/png/,Skymaps,skymaps-plot,,2023-06-04T11:38:40.119,,,"{'moll': {'file': 'GW190917_114630_moll.png', 'text': 'Skymap (Mollweide fullsky)'}, 'moll_pretty': {'file': 'GW190917_114630_moll_pretty.png', 'text': 'Skymap (Mollweide fullsky, pretty)'}, 'moll_pretty_black': {'file': 'GW190917_114630_moll_pretty_black.png', 'text': 'Skymap (Mollweide fullsky, pretty black)'}, 'cartzoom': {'file': 'GW190917_114630_cartzoom.png', 'text': 'Skymap (Cartesian zoomed)'}, 'cartzoom_pretty': {'file': 'GW190917_114630_cartzoom_pretty.png', 'text': 'Skymap (Cartesian zoomed, pretty)'}, 'cart': {'file': 'GW190917_114630_cart.png', 'text': 'Skymap (Cartesian fullsky)'}, 'moll_rot': {'file': 'GW190917_114630_moll_rot.png', 'text': 'Skymap (Mollweide fullsky, rotated)'}, 'cart_rot': {'file': 'GW190917_114630_cart_rot.png', 'text': 'Skymap (Cartesian fullsky, rotated)'}}",,,
574,GW190917_114630,https://ligo.gravity.cf.ac.uk/~chris.north/gwcat-data/data/gravoscope/,Skymaps (plain),skymaps-plain,,2023-06-04T11:38:40.120,,,"{'gal_8192': {'text': 'Skymap (no annotations)', 'file': 'GW190917_114630_8192.png'}, 'eq_8192': {'text': 'Skymap (Equatorial, no annotations)', 'file': 'GW190917_114630_8192_eq.png'}, 'eq_4096': {'text': 'Skymap 4096px (Equatorial, no annotations)', 'file': 'GW190917_114630_4096_eq.png'}}",,,
575,GW190917_114630,https://ligo.gravity.cf.ac.uk/~chris.north/gwcat-data/data/png/,Skymaps,skymaps-thumb,,2023-06-04T11:38:40.119,,,"{'moll': {'file': 'GW190917_114630_moll.thumb.png', 'text': 'Skymap (Mollweide fullsky)'}, 'moll_pretty': {'file': 'GW190917_114630_moll_pretty.thumb.png', 'text': 'Skymap (Mollweide fullsky, pretty)'}, 'moll_pretty_black': {'file': 'GW190917_114630_moll_pretty_black.thumb.png', 'text': 'Skymap (Mollweide fullsky, pretty black)'}, 'cartzoom': {'file': 'GW190917_114630_cartzoom.thumb.png', 'text': 'Skymap (Cartesian zoomed)'}, 'cartzoom_pretty': {'file': 'GW190917_114630_cartzoom_pretty.thumb.png', 'text': 'Skymap (Cartesian zoomed, pretty)'}, 'cart': {'file': 'GW190917_114630_cart.thumb.png', 'text': 'Skymap (Cartesian fullsky)'}, 'moll_rot': {'file': 'GW190917_114630_moll_rot.thumb.png', 'text': 'Skymap (Mollweide fullsky, rotated)'}, 'cart_rot': {'file': 'GW190917_114630_cart_rot.thumb.png', 'text': 'Skymap (Cartesian fullsky, rotated)'}}",,,
576,GW190917_114630,https://ligo.gravity.cf.ac.uk/chris.north/gwcat-data/data/fits/IGWN-GWTC2p1-v1-PESkyMaps/GW190917_114630_skymaps/PrecessingSpinIMRHM.fits,Sky Map (local mirror),skymap-fits-local,,,,,,,,
577,GW190917_114630,https://gwosc.org/eventapi/json/GWTC-2.1-confident/GW190917_114630/v1,JSON file,json-url,,,,,,,,
578,GW190917_114630,https://ligo.gravity.cf.ac.uk/chris.north/gwcat-data/data/gravoscope/GW190917_114630-tiles,Gravoscope tileset,gravoscope-tiles,,2023-05-20T12:23:13.404,,,,,,
579,GW190924_021846,https://www.gw-openscience.org/eventapi/json/GWTC-2/GW190924_021846/v1,JSON file,json-url,,,,,,,,
580,GW190924_021846,https://gwosc.org/eventapi/html/GWTC-2.1-confident/GW190924_021846/v2,GWTC link,open-data,,,,,,,,
581,GW190924_021846,https://zenodo.org/api/files/ecf41927-9275-47da-8b37-e299693fe5cb/IGWN-GWTC2p1-v2-GW190924_021846_PEDataRelease_mixed_cosmo.h5,Data file,data-file,h5,,,,,zenodo,,
582,GW190924_021846,https://data.cardiffgravity.org/gwcat-data/data/waveforms/waveform_GW190924_021846_compress.txt,Simulated waveform (compressed),waveform-compressed,,2021-11-18T00:13:53.780,-3.88659,0.0,,,,
583,GW190924_021846,https://ligo.gravity.cf.ac.uk/~chris.north/gwcat-data/data/png/,Skymaps,skymaps-plot,,2023-06-04T11:38:40.122,,,"{'moll': {'file': 'GW190924_021846_moll.png', 'text': 'Skymap (Mollweide fullsky)'}, 'moll_pretty': {'file': 'GW190924_021846_moll_pretty.png', 'text': 'Skymap (Mollweide fullsky, pretty)'}, 'moll_pretty_black': {'file': 'GW190924_021846_moll_pretty_black.png', 'text': 'Skymap (Mollweide fullsky, pretty black)'}, 'cartzoom': {'file': 'GW190924_021846_cartzoom.png', 'text': 'Skymap (Cartesian zoomed)'}, 'cartzoom_pretty': {'file': 'GW190924_021846_cartzoom_pretty.png', 'text': 'Skymap (Cartesian zoomed, pretty)'}, 'cart': {'file': 'GW190924_021846_cart.png', 'text': 'Skymap (Cartesian fullsky)'}, 'moll_rot': {'file': 'GW190924_021846_moll_rot.png', 'text': 'Skymap (Mollweide fullsky, rotated)'}, 'cart_rot': {'file': 'GW190924_021846_cart_rot.png', 'text': 'Skymap (Cartesian fullsky, rotated)'}}",,,
584,GW190924_021846,https://ligo.gravity.cf.ac.uk/~chris.north/gwcat-data/data/gravoscope/,Skymaps (plain),skymaps-plain,,2023-06-04T11:38:40.123,,,"{'gal_8192': {'text': 'Skymap (no annotations)', 'file': 'GW190924_021846_8192.png'}, 'eq_8192': {'text': 'Skymap (Equatorial, no annotations)', 'file': 'GW190924_021846_8192_eq.png'}, 'eq_4096': {'text': 'Skymap 4096px (Equatorial, no annotations)', 'file': 'GW190924_021846_4096_eq.png'}}",,,
585,GW190924_021846,https://ligo.gravity.cf.ac.uk/~chris.north/gwcat-data/data/png/,Skymaps,skymaps-thumb,,2023-06-04T11:38:40.123,,,"{'moll': {'file': 'GW190924_021846_moll.thumb.png', 'text': 'Skymap (Mollweide fullsky)'}, 'moll_pretty': {'file': 'GW190924_021846_moll_pretty.thumb.png', 'text': 'Skymap (Mollweide fullsky, pretty)'}, 'moll_pretty_black': {'file': 'GW190924_021846_moll_pretty_black.thumb.png', 'text': 'Skymap (Mollweide fullsky, pretty black)'}, 'cartzoom': {'file': 'GW190924_021846_cartzoom.thumb.png', 'text': 'Skymap (Cartesian zoomed)'}, 'cartzoom_pretty': {'file': 'GW190924_021846_cartzoom_pretty.thumb.png', 'text': 'Skymap (Cartesian zoomed, pretty)'}, 'cart': {'file': 'GW190924_021846_cart.thumb.png', 'text': 'Skymap (Cartesian fullsky)'}, 'moll_rot': {'file': 'GW190924_021846_moll_rot.thumb.png', 'text': 'Skymap (Mollweide fullsky, rotated)'}, 'cart_rot': {'file': 'GW190924_021846_cart_rot.thumb.png', 'text': 'Skymap (Cartesian fullsky, rotated)'}}",,,
586,GW190924_021846,https://ligo.gravity.cf.ac.uk/chris.north/gwcat-data/data/fits/GW190924_021846/GW190924_021846_PublicationSamples.fits,Sky Map (local mirror),skymap-fits-local,,,,,,,,
587,GW190924_021846,https://gwosc.org/eventapi/json/GWTC-2.1-confident/GW190924_021846/v2,JSON file,json-url,,,,,,,,
588,GW190924_021846,https://zenodo.org/record/5117703/files/IGWN-GWTC2p1-v1-PESkyMaps.tar.gz,Sky Map,skymap-fits,tar,,,,,,,
589,GW190924_021846,https://ligo.gravity.cf.ac.uk/chris.north/gwcat-data/data/gravoscope/GW190924_021846-tiles,Gravoscope tileset,gravoscope-tiles,,2023-05-20T12:26:56.440,,,,,,
590,GW190925_232845,https://www.gw-openscience.org/eventapi/json/GWTC-2.1-confident/GW190925_232845/v1,JSON file,json-url,,,,,,,,
591,GW190925_232845,https://gwosc.org/eventapi/html/GWTC-2.1-confident/GW190925_232845/v1,GWTC link,open-data,,,,,,,,
592,GW190925_232845,https://zenodo.org/api/files/ecf41927-9275-47da-8b37-e299693fe5cb/IGWN-GWTC2p1-v2-GW190925_232845_PEDataRelease_mixed_cosmo.h5,Data file,data-file,h5,,,,,zenodo,,
593,GW190925_232845,https://zenodo.org/record/5117703/files/IGWN-GWTC2p1-v1-PESkyMaps.tar.gz,Sky Map,skymap-fits,tar,,,,,,,
594,GW190925_232845,https://data.cardiffgravity.org/gwcat-data/data/waveforms/waveform_GW190925_232845_compress.txt,Simulated waveform (compressed),waveform-compressed,,2021-11-18T00:13:55.226,-0.75363,0.0,,,,
595,GW190925_232845,https://ligo.gravity.cf.ac.uk/~chris.north/gwcat-data/data/png/,Skymaps,skymaps-plot,,2023-06-04T11:38:40.126,,,"{'moll': {'file': 'GW190925_232845_moll.png', 'text': 'Skymap (Mollweide fullsky)'}, 'moll_pretty': {'file': 'GW190925_232845_moll_pretty.png', 'text': 'Skymap (Mollweide fullsky, pretty)'}, 'moll_pretty_black': {'file': 'GW190925_232845_moll_pretty_black.png', 'text': 'Skymap (Mollweide fullsky, pretty black)'}, 'cartzoom': {'file': 'GW190925_232845_cartzoom.png', 'text': 'Skymap (Cartesian zoomed)'}, 'cartzoom_pretty': {'file': 'GW190925_232845_cartzoom_pretty.png', 'text': 'Skymap (Cartesian zoomed, pretty)'}, 'cart': {'file': 'GW190925_232845_cart.png', 'text': 'Skymap (Cartesian fullsky)'}, 'moll_rot': {'file': 'GW190925_232845_moll_rot.png', 'text': 'Skymap (Mollweide fullsky, rotated)'}, 'cart_rot': {'file': 'GW190925_232845_cart_rot.png', 'text': 'Skymap (Cartesian fullsky, rotated)'}}",,,
596,GW190925_232845,https://ligo.gravity.cf.ac.uk/~chris.north/gwcat-data/data/gravoscope/,Skymaps (plain),skymaps-plain,,2023-06-04T11:38:40.127,,,"{'gal_8192': {'text': 'Skymap (no annotations)', 'file': 'GW190925_232845_8192.png'}, 'eq_8192': {'text': 'Skymap (Equatorial, no annotations)', 'file': 'GW190925_232845_8192_eq.png'}, 'eq_4096': {'text': 'Skymap 4096px (Equatorial, no annotations)', 'file': 'GW190925_232845_4096_eq.png'}}",,,
