Ref,event,url,text,type,filetype,created,offset,tmerge,files,src,file,url-loc
597,GW190925_232845,https://ligo.gravity.cf.ac.uk/~chris.north/gwcat-data/data/png/,Skymaps,skymaps-thumb,,2023-06-04T11:38:40.126,,,"{'moll': {'file': 'GW190925_232845_moll.thumb.png', 'text': 'Skymap (Mollweide fullsky)'}, 'moll_pretty': {'file': 'GW190925_232845_moll_pretty.thumb.png', 'text': 'Skymap (Mollweide fullsky, pretty)'}, 'moll_pretty_black': {'file': 'GW190925_232845_moll_pretty_black.thumb.png', 'text': 'Skymap (Mollweide fullsky, pretty black)'}, 'cartzoom': {'file': 'GW190925_232845_cartzoom.thumb.png', 'text': 'Skymap (Cartesian zoomed)'}, 'cartzoom_pretty': {'file': 'GW190925_232845_cartzoom_pretty.thumb.png', 'text': 'Skymap (Cartesian zoomed, pretty)'}, 'cart': {'file': 'GW190925_232845_cart.thumb.png', 'text': 'Skymap (Cartesian fullsky)'}, 'moll_rot': {'file': 'GW190925_232845_moll_rot.thumb.png', 'text': 'Skymap (Mollweide fullsky, rotated)'}, 'cart_rot': {'file': 'GW190925_232845_cart_rot.thumb.png', 'text': 'Skymap (Cartesian fullsky, rotated)'}}",,,
598,GW190925_232845,https://ligo.gravity.cf.ac.uk/chris.north/gwcat-data/data/fits/IGWN-GWTC2p1-v1-PESkyMaps/GW190925_232845_skymaps/PrecessingSpinIMRHM_comoving.fits,Sky Map (local mirror),skymap-fits-local,,,,,,,,
599,GW190925_232845,https://gwosc.org/eventapi/json/GWTC-2.1-confident/GW190925_232845/v1,JSON file,json-url,,,,,,,,
600,GW190925_232845,https://ligo.gravity.cf.ac.uk/chris.north/gwcat-data/data/gravoscope/GW190925_232845-tiles,Gravoscope tileset,gravoscope-tiles,,2023-05-20T12:30:39.923,,,,,,
601,GW190926_050336,https://www.gw-openscience.org/eventapi/json/GWTC-2.1-confident/GW190926_050336/v1,JSON file,json-url,,,,,,,,
602,GW190926_050336,https://gwosc.org/eventapi/html/GWTC-2.1-confident/GW190926_050336/v1,GWTC link,open-data,,,,,,,,
603,GW190926_050336,https://zenodo.org/api/files/ecf41927-9275-47da-8b37-e299693fe5cb/IGWN-GWTC2p1-v2-GW190926_050336_PEDataRelease_mixed_cosmo.h5,Data file,data-file,h5,,,,,zenodo,,
604,GW190926_050336,https://zenodo.org/record/5117703/files/IGWN-GWTC2p1-v1-PESkyMaps.tar.gz,Sky Map,skymap-fits,tar,,,,,,,
605,GW190926_050336,https://data.cardiffgravity.org/gwcat-data/data/waveforms/waveform_GW190926_050336_compress.txt,Simulated waveform (compressed),waveform-compressed,,2021-11-18T00:13:56.274,-0.34689,0.0,,,,
606,GW190926_050336,https://ligo.gravity.cf.ac.uk/~chris.north/gwcat-data/data/png/,Skymaps,skymaps-plot,,2023-06-04T11:38:40.129,,,"{'moll': {'file': 'GW190926_050336_moll.png', 'text': 'Skymap (Mollweide fullsky)'}, 'moll_pretty': {'file': 'GW190926_050336_moll_pretty.png', 'text': 'Skymap (Mollweide fullsky, pretty)'}, 'moll_pretty_black': {'file': 'GW190926_050336_moll_pretty_black.png', 'text': 'Skymap (Mollweide fullsky, pretty black)'}, 'cartzoom': {'file': 'GW190926_050336_cartzoom.png', 'text': 'Skymap (Cartesian zoomed)'}, 'cartzoom_pretty': {'file': 'GW190926_050336_cartzoom_pretty.png', 'text': 'Skymap (Cartesian zoomed, pretty)'}, 'cart': {'file': 'GW190926_050336_cart.png', 'text': 'Skymap (Cartesian fullsky)'}, 'moll_rot': {'file': 'GW190926_050336_moll_rot.png', 'text': 'Skymap (Mollweide fullsky, rotated)'}, 'cart_rot': {'file': 'GW190926_050336_cart_rot.png', 'text': 'Skymap (Cartesian fullsky, rotated)'}}",,,
607,GW190926_050336,https://ligo.gravity.cf.ac.uk/~chris.north/gwcat-data/data/gravoscope/,Skymaps (plain),skymaps-plain,,2023-06-04T11:38:40.130,,,"{'gal_8192': {'text': 'Skymap (no annotations)', 'file': 'GW190926_050336_8192.png'}, 'eq_8192': {'text': 'Skymap (Equatorial, no annotations)', 'file': 'GW190926_050336_8192_eq.png'}, 'eq_4096': {'text': 'Skymap 4096px (Equatorial, no annotations)', 'file': 'GW190926_050336_4096_eq.png'}}",,,
608,GW190926_050336,https://ligo.gravity.cf.ac.uk/~chris.north/gwcat-data/data/png/,Skymaps,skymaps-thumb,,2023-06-04T11:38:40.129,,,"{'moll': {'file': 'GW190926_050336_moll.thumb.png', 'text': 'Skymap (Mollweide fullsky)'}, 'moll_pretty': {'file': 'GW190926_050336_moll_pretty.thumb.png', 'text': 'Skymap (Mollweide fullsky, pretty)'}, 'moll_pretty_black': {'file': 'GW190926_050336_moll_pretty_black.thumb.png', 'text': 'Skymap (Mollweide fullsky, pretty black)'}, 'cartzoom': {'file': 'GW190926_050336_cartzoom.thumb.png', 'text': 'Skymap (Cartesian zoomed)'}, 'cartzoom_pretty': {'file': 'GW190926_050336_cartzoom_pretty.thumb.png', 'text': 'Skymap (Cartesian zoomed, pretty)'}, 'cart': {'file': 'GW190926_050336_cart.thumb.png', 'text': 'Skymap (Cartesian fullsky)'}, 'moll_rot': {'file': 'GW190926_050336_moll_rot.thumb.png', 'text': 'Skymap (Mollweide fullsky, rotated)'}, 'cart_rot': {'file': 'GW190926_050336_cart_rot.thumb.png', 'text': 'Skymap (Cartesian fullsky, rotated)'}}",,,
609,GW190926_050336,https://ligo.gravity.cf.ac.uk/chris.north/gwcat-data/data/fits/IGWN-GWTC2p1-v1-PESkyMaps/GW190926_050336_skymaps/PrecessingSpinIMRHM_comoving.fits,Sky Map (local mirror),skymap-fits-local,,,,,,,,
610,GW190926_050336,https://gwosc.org/eventapi/json/GWTC-2.1-confident/GW190926_050336/v1,JSON file,json-url,,,,,,,,
611,GW190926_050336,https://ligo.gravity.cf.ac.uk/chris.north/gwcat-data/data/gravoscope/GW190926_050336-tiles,Gravoscope tileset,gravoscope-tiles,,2023-05-20T12:34:23.847,,,,,,
612,GW190929_012149,https://www.gw-openscience.org/eventapi/json/GWTC-2/GW190929_012149/v1,JSON file,json-url,,,,,,,,
613,GW190929_012149,https://gwosc.org/eventapi/html/GWTC-2.1-confident/GW190929_012149/v2,GWTC link,open-data,,,,,,,,
614,GW190929_012149,https://zenodo.org/api/files/ecf41927-9275-47da-8b37-e299693fe5cb/IGWN-GWTC2p1-v2-GW190929_012149_PEDataRelease_mixed_cosmo.h5,Data file,data-file,h5,,,,,zenodo,,
615,GW190929_012149,https://data.cardiffgravity.org/gwcat-data/data/waveforms/waveform_GW190929_012149_compress.txt,Simulated waveform (compressed),waveform-compressed,,2021-11-18T00:13:57.717,-0.20415,0.0,,,,
616,GW190929_012149,https://ligo.gravity.cf.ac.uk/~chris.north/gwcat-data/data/png/,Skymaps,skymaps-plot,,2023-06-04T11:38:40.132,,,"{'moll': {'file': 'GW190929_012149_moll.png', 'text': 'Skymap (Mollweide fullsky)'}, 'moll_pretty': {'file': 'GW190929_012149_moll_pretty.png', 'text': 'Skymap (Mollweide fullsky, pretty)'}, 'moll_pretty_black': {'file': 'GW190929_012149_moll_pretty_black.png', 'text': 'Skymap (Mollweide fullsky, pretty black)'}, 'cartzoom': {'file': 'GW190929_012149_cartzoom.png', 'text': 'Skymap (Cartesian zoomed)'}, 'cartzoom_pretty': {'file': 'GW190929_012149_cartzoom_pretty.png', 'text': 'Skymap (Cartesian zoomed, pretty)'}, 'cart': {'file': 'GW190929_012149_cart.png', 'text': 'Skymap (Cartesian fullsky)'}, 'moll_rot': {'file': 'GW190929_012149_moll_rot.png', 'text': 'Skymap (Mollweide fullsky, rotated)'}, 'cart_rot': {'file': 'GW190929_012149_cart_rot.png', 'text': 'Skymap (Cartesian fullsky, rotated)'}}",,,
617,GW190929_012149,https://ligo.gravity.cf.ac.uk/~chris.north/gwcat-data/data/gravoscope/,Skymaps (plain),skymaps-plain,,2023-06-04T11:38:40.134,,,"{'gal_8192': {'text': 'Skymap (no annotations)', 'file': 'GW190929_012149_8192.png'}, 'eq_8192': {'text': 'Skymap (Equatorial, no annotations)', 'file': 'GW190929_012149_8192_eq.png'}, 'eq_4096': {'text': 'Skymap 4096px (Equatorial, no annotations)', 'file': 'GW190929_012149_4096_eq.png'}}",,,
618,GW190929_012149,https://ligo.gravity.cf.ac.uk/~chris.north/gwcat-data/data/png/,Skymaps,skymaps-thumb,,2023-06-04T11:38:40.133,,,"{'moll': {'file': 'GW190929_012149_moll.thumb.png', 'text': 'Skymap (Mollweide fullsky)'}, 'moll_pretty': {'file': 'GW190929_012149_moll_pretty.thumb.png', 'text': 'Skymap (Mollweide fullsky, pretty)'}, 'moll_pretty_black': {'file': 'GW190929_012149_moll_pretty_black.thumb.png', 'text': 'Skymap (Mollweide fullsky, pretty black)'}, 'cartzoom': {'file': 'GW190929_012149_cartzoom.thumb.png', 'text': 'Skymap (Cartesian zoomed)'}, 'cartzoom_pretty': {'file': 'GW190929_012149_cartzoom_pretty.thumb.png', 'text': 'Skymap (Cartesian zoomed, pretty)'}, 'cart': {'file': 'GW190929_012149_cart.thumb.png', 'text': 'Skymap (Cartesian fullsky)'}, 'moll_rot': {'file': 'GW190929_012149_moll_rot.thumb.png', 'text': 'Skymap (Mollweide fullsky, rotated)'}, 'cart_rot': {'file': 'GW190929_012149_cart_rot.thumb.png', 'text': 'Skymap (Cartesian fullsky, rotated)'}}",,,
619,GW190929_012149,https://ligo.gravity.cf.ac.uk/chris.north/gwcat-data/data/fits/GW190929_012149/GW190929_012149_PublicationSamples.fits,Sky Map (local mirror),skymap-fits-local,,,,,,,,
620,GW190929_012149,https://gwosc.org/eventapi/json/GWTC-2.1-confident/GW190929_012149/v2,JSON file,json-url,,,,,,,,
621,GW190929_012149,https://zenodo.org/record/5117703/files/IGWN-GWTC2p1-v1-PESkyMaps.tar.gz,Sky Map,skymap-fits,tar,,,,,,,
622,GW190929_012149,https://ligo.gravity.cf.ac.uk/chris.north/gwcat-data/data/gravoscope/GW190929_012149-tiles,Gravoscope tileset,gravoscope-tiles,,2023-05-20T12:38:07.840,,,,,,
623,GW190930_133541,https://www.gw-openscience.org/eventapi/json/GWTC-2/GW190930_133541/v1,JSON file,json-url,,,,,,,,
624,GW190930_133541,https://gwosc.org/eventapi/html/GWTC-2.1-confident/GW190930_133541/v2,GWTC link,open-data,,,,,,,,
625,GW190930_133541,https://zenodo.org/api/files/ecf41927-9275-47da-8b37-e299693fe5cb/IGWN-GWTC2p1-v2-GW190930_133541_PEDataRelease_mixed_cosmo.h5,Data file,data-file,h5,,,,,zenodo,,
626,GW190930_133541,https://data.cardiffgravity.org/gwcat-data/data/waveforms/waveform_GW190930_133541_compress.txt,Simulated waveform (compressed),waveform-compressed,,2021-11-18T00:13:59.624,-2.07232,0.0,,,,
627,GW190930_133541,https://ligo.gravity.cf.ac.uk/~chris.north/gwcat-data/data/png/,Skymaps,skymaps-plot,,2023-06-04T11:38:40.136,,,"{'moll': {'file': 'GW190930_133541_moll.png', 'text': 'Skymap (Mollweide fullsky)'}, 'moll_pretty': {'file': 'GW190930_133541_moll_pretty.png', 'text': 'Skymap (Mollweide fullsky, pretty)'}, 'moll_pretty_black': {'file': 'GW190930_133541_moll_pretty_black.png', 'text': 'Skymap (Mollweide fullsky, pretty black)'}, 'cartzoom': {'file': 'GW190930_133541_cartzoom.png', 'text': 'Skymap (Cartesian zoomed)'}, 'cartzoom_pretty': {'file': 'GW190930_133541_cartzoom_pretty.png', 'text': 'Skymap (Cartesian zoomed, pretty)'}, 'cart': {'file': 'GW190930_133541_cart.png', 'text': 'Skymap (Cartesian fullsky)'}, 'moll_rot': {'file': 'GW190930_133541_moll_rot.png', 'text': 'Skymap (Mollweide fullsky, rotated)'}, 'cart_rot': {'file': 'GW190930_133541_cart_rot.png', 'text': 'Skymap (Cartesian fullsky, rotated)'}}",,,
628,GW190930_133541,https://ligo.gravity.cf.ac.uk/~chris.north/gwcat-data/data/gravoscope/,Skymaps (plain),skymaps-plain,,2023-06-04T11:38:40.137,,,"{'gal_8192': {'text': 'Skymap (no annotations)', 'file': 'GW190930_133541_8192.png'}, 'eq_8192': {'text': 'Skymap (Equatorial, no annotations)', 'file': 'GW190930_133541_8192_eq.png'}, 'eq_4096': {'text': 'Skymap 4096px (Equatorial, no annotations)', 'file': 'GW190930_133541_4096_eq.png'}}",,,
629,GW190930_133541,https://ligo.gravity.cf.ac.uk/~chris.north/gwcat-data/data/png/,Skymaps,skymaps-thumb,,2023-06-04T11:38:40.136,,,"{'moll': {'file': 'GW190930_133541_moll.thumb.png', 'text': 'Skymap (Mollweide fullsky)'}, 'moll_pretty': {'file': 'GW190930_133541_moll_pretty.thumb.png', 'text': 'Skymap (Mollweide fullsky, pretty)'}, 'moll_pretty_black': {'file': 'GW190930_133541_moll_pretty_black.thumb.png', 'text': 'Skymap (Mollweide fullsky, pretty black)'}, 'cartzoom': {'file': 'GW190930_133541_cartzoom.thumb.png', 'text': 'Skymap (Cartesian zoomed)'}, 'cartzoom_pretty': {'file': 'GW190930_133541_cartzoom_pretty.thumb.png', 'text': 'Skymap (Cartesian zoomed, pretty)'}, 'cart': {'file': 'GW190930_133541_cart.thumb.png', 'text': 'Skymap (Cartesian fullsky)'}, 'moll_rot': {'file': 'GW190930_133541_moll_rot.thumb.png', 'text': 'Skymap (Mollweide fullsky, rotated)'}, 'cart_rot': {'file': 'GW190930_133541_cart_rot.thumb.png', 'text': 'Skymap (Cartesian fullsky, rotated)'}}",,,
630,GW190930_133541,https://ligo.gravity.cf.ac.uk/chris.north/gwcat-data/data/fits/GW190930_133541/GW190930_133541_PublicationSamples.fits,Sky Map (local mirror),skymap-fits-local,,,,,,,,
631,GW190930_133541,https://gwosc.org/eventapi/json/GWTC-2.1-confident/GW190930_133541/v2,JSON file,json-url,,,,,,,,
632,GW190930_133541,https://zenodo.org/record/5117703/files/IGWN-GWTC2p1-v1-PESkyMaps.tar.gz,Sky Map,skymap-fits,tar,,,,,,,
633,GW190930_133541,https://ligo.gravity.cf.ac.uk/chris.north/gwcat-data/data/gravoscope/GW190930_133541-tiles,Gravoscope tileset,gravoscope-tiles,,2023-05-20T12:41:50.822,,,,,,
634,GW191103_012549,https://www.gw-openscience.org/eventapi/json/GWTC-3-confident/GW191103_012549/v1,JSON file,json-url,,,,,,,,
635,GW191103_012549,https://gwosc.org/eventapi/html/GWTC-3-confident/GW191103_012549/v1,GWTC link,open-data,,,,,,,,
636,GW191103_012549,https://zenodo.org/api/files/d7a70f99-e16a-48a2-ae27-0b1968b0840c/IGWN-GWTC3p0-v1-GW191103_012549_PEDataRelease_mixed_cosmo.h5,Data file,data-file,h5,,,,,zenodo,,
637,GW191103_012549,https://zenodo.org/record/5546663/files/skymaps.tar.gz,Sky Map,skymap-fits,tar,,,,,,,
638,GW191103_012549,https://data.cardiffgravity.org/gwcat-data/data/waveforms/waveform_GW191103_012549_compress.txt,Simulated waveform (compressed),waveform-compressed,,2021-11-18T00:14:01.541,-2.13798,0.0,,,,
639,GW191103_012549,https://ligo.gravity.cf.ac.uk/~chris.north/gwcat-data/data/png/,Skymaps,skymaps-plot,,2023-06-04T11:38:40.139,,,"{'moll': {'file': 'GW191103_012549_moll.png', 'text': 'Skymap (Mollweide fullsky)'}, 'moll_pretty': {'file': 'GW191103_012549_moll_pretty.png', 'text': 'Skymap (Mollweide fullsky, pretty)'}, 'moll_pretty_black': {'file': 'GW191103_012549_moll_pretty_black.png', 'text': 'Skymap (Mollweide fullsky, pretty black)'}, 'cartzoom': {'file': 'GW191103_012549_cartzoom.png', 'text': 'Skymap (Cartesian zoomed)'}, 'cartzoom_pretty': {'file': 'GW191103_012549_cartzoom_pretty.png', 'text': 'Skymap (Cartesian zoomed, pretty)'}, 'cart': {'file': 'GW191103_012549_cart.png', 'text': 'Skymap (Cartesian fullsky)'}, 'moll_rot': {'file': 'GW191103_012549_moll_rot.png', 'text': 'Skymap (Mollweide fullsky, rotated)'}, 'cart_rot': {'file': 'GW191103_012549_cart_rot.png', 'text': 'Skymap (Cartesian fullsky, rotated)'}}",,,
640,GW191103_012549,https://ligo.gravity.cf.ac.uk/~chris.north/gwcat-data/data/gravoscope/,Skymaps (plain),skymaps-plain,,2023-06-04T11:38:40.140,,,"{'gal_8192': {'text': 'Skymap (no annotations)', 'file': 'GW191103_012549_8192.png'}, 'eq_8192': {'text': 'Skymap (Equatorial, no annotations)', 'file': 'GW191103_012549_8192_eq.png'}, 'eq_4096': {'text': 'Skymap 4096px (Equatorial, no annotations)', 'file': 'GW191103_012549_4096_eq.png'}}",,,
641,GW191103_012549,https://ligo.gravity.cf.ac.uk/~chris.north/gwcat-data/data/png/,Skymaps,skymaps-thumb,,2023-06-04T11:38:40.139,,,"{'moll': {'file': 'GW191103_012549_moll.thumb.png', 'text': 'Skymap (Mollweide fullsky)'}, 'moll_pretty': {'file': 'GW191103_012549_moll_pretty.thumb.png', 'text': 'Skymap (Mollweide fullsky, pretty)'}, 'moll_pretty_black': {'file': 'GW191103_012549_moll_pretty_black.thumb.png', 'text': 'Skymap (Mollweide fullsky, pretty black)'}, 'cartzoom': {'file': 'GW191103_012549_cartzoom.thumb.png', 'text': 'Skymap (Cartesian zoomed)'}, 'cartzoom_pretty': {'file': 'GW191103_012549_cartzoom_pretty.thumb.png', 'text': 'Skymap (Cartesian zoomed, pretty)'}, 'cart': {'file': 'GW191103_012549_cart.thumb.png', 'text': 'Skymap (Cartesian fullsky)'}, 'moll_rot': {'file': 'GW191103_012549_moll_rot.thumb.png', 'text': 'Skymap (Mollweide fullsky, rotated)'}, 'cart_rot': {'file': 'GW191103_012549_cart_rot.thumb.png', 'text': 'Skymap (Cartesian fullsky, rotated)'}}",,,
642,GW191103_012549,https://ligo.gravity.cf.ac.uk/chris.north/gwcat-data/data/fits/skymaps/IGWN-GWTC3p0-v1-GW191103_012549_PEDataRelease_cosmo_reweight_C01:Mixed.fits,Sky Map (local mirror),skymap-fits-local,,,,,,,,
643,GW191103_012549,https://gwosc.org/eventapi/json/GWTC-3-confident/GW191103_012549/v1,JSON file,json-url,,,,,,,,
644,GW191103_012549,https://ligo.gravity.cf.ac.uk/chris.north/gwcat-data/data/gravoscope/GW191103_012549-tiles,Gravoscope tileset,gravoscope-tiles,,2023-05-20T12:45:36.659,,,,,,
645,GW191105_143521,https://www.gw-openscience.org/eventapi/json/GWTC-3-confident/GW191105_143521/v1,JSON file,json-url,,,,,,,,
646,GW191105_143521,https://gwosc.org/eventapi/html/GWTC-3-confident/GW191105_143521/v1,GWTC link,open-data,,,,,,,,
647,GW191105_143521,https://zenodo.org/api/files/d7a70f99-e16a-48a2-ae27-0b1968b0840c/IGWN-GWTC3p0-v1-GW191105_143521_PEDataRelease_mixed_cosmo.h5,Data file,data-file,h5,,,,,zenodo,,
648,GW191105_143521,https://zenodo.org/record/5546663/files/skymaps.tar.gz,Sky Map,skymap-fits,tar,,,,,,,
649,GW191105_143521,https://data.cardiffgravity.org/gwcat-data/data/waveforms/waveform_GW191105_143521_compress.txt,Simulated waveform (compressed),waveform-compressed,,2021-11-18T00:14:03.949,-2.37642,0.0,,,,
650,GW191105_143521,https://ligo.gravity.cf.ac.uk/~chris.north/gwcat-data/data/png/,Skymaps,skymaps-plot,,2023-06-04T11:38:40.142,,,"{'moll': {'file': 'GW191105_143521_moll.png', 'text': 'Skymap (Mollweide fullsky)'}, 'moll_pretty': {'file': 'GW191105_143521_moll_pretty.png', 'text': 'Skymap (Mollweide fullsky, pretty)'}, 'moll_pretty_black': {'file': 'GW191105_143521_moll_pretty_black.png', 'text': 'Skymap (Mollweide fullsky, pretty black)'}, 'cartzoom': {'file': 'GW191105_143521_cartzoom.png', 'text': 'Skymap (Cartesian zoomed)'}, 'cartzoom_pretty': {'file': 'GW191105_143521_cartzoom_pretty.png', 'text': 'Skymap (Cartesian zoomed, pretty)'}, 'cart': {'file': 'GW191105_143521_cart.png', 'text': 'Skymap (Cartesian fullsky)'}, 'moll_rot': {'file': 'GW191105_143521_moll_rot.png', 'text': 'Skymap (Mollweide fullsky, rotated)'}, 'cart_rot': {'file': 'GW191105_143521_cart_rot.png', 'text': 'Skymap (Cartesian fullsky, rotated)'}}",,,
651,GW191105_143521,https://ligo.gravity.cf.ac.uk/~chris.north/gwcat-data/data/gravoscope/,Skymaps (plain),skymaps-plain,,2023-06-04T11:38:40.165,,,"{'gal_8192': {'text': 'Skymap (no annotations)', 'file': 'GW191105_143521_8192.png'}, 'eq_8192': {'text': 'Skymap (Equatorial, no annotations)', 'file': 'GW191105_143521_8192_eq.png'}, 'eq_4096': {'text': 'Skymap 4096px (Equatorial, no annotations)', 'file': 'GW191105_143521_4096_eq.png'}}",,,
652,GW191105_143521,https://ligo.gravity.cf.ac.uk/~chris.north/gwcat-data/data/png/,Skymaps,skymaps-thumb,,2023-06-04T11:38:40.143,,,"{'moll': {'file': 'GW191105_143521_moll.thumb.png', 'text': 'Skymap (Mollweide fullsky)'}, 'moll_pretty': {'file': 'GW191105_143521_moll_pretty.thumb.png', 'text': 'Skymap (Mollweide fullsky, pretty)'}, 'moll_pretty_black': {'file': 'GW191105_143521_moll_pretty_black.thumb.png', 'text': 'Skymap (Mollweide fullsky, pretty black)'}, 'cartzoom': {'file': 'GW191105_143521_cartzoom.thumb.png', 'text': 'Skymap (Cartesian zoomed)'}, 'cartzoom_pretty': {'file': 'GW191105_143521_cartzoom_pretty.thumb.png', 'text': 'Skymap (Cartesian zoomed, pretty)'}, 'cart': {'file': 'GW191105_143521_cart.thumb.png', 'text': 'Skymap (Cartesian fullsky)'}, 'moll_rot': {'file': 'GW191105_143521_moll_rot.thumb.png', 'text': 'Skymap (Mollweide fullsky, rotated)'}, 'cart_rot': {'file': 'GW191105_143521_cart_rot.thumb.png', 'text': 'Skymap (Cartesian fullsky, rotated)'}}",,,
653,GW191105_143521,https://ligo.gravity.cf.ac.uk/chris.north/gwcat-data/data/fits/skymaps/IGWN-GWTC3p0-v1-GW191105_143521_PEDataRelease_cosmo_reweight_C01:Mixed.fits,Sky Map (local mirror),skymap-fits-local,,,,,,,,
654,GW191105_143521,https://gwosc.org/eventapi/json/GWTC-3-confident/GW191105_143521/v1,JSON file,json-url,,,,,,,,
655,GW191105_143521,https://ligo.gravity.cf.ac.uk/chris.north/gwcat-data/data/gravoscope/GW191105_143521-tiles,Gravoscope tileset,gravoscope-tiles,,2023-05-20T12:49:22.022,,,,,,
656,GW191109_010717,https://www.gw-openscience.org/eventapi/json/GWTC-3-confident/GW191109_010717/v1,JSON file,json-url,,,,,,,,
657,GW191109_010717,https://gwosc.org/eventapi/html/GWTC-3-confident/GW191109_010717/v1,GWTC link,open-data,,,,,,,,
658,GW191109_010717,https://zenodo.org/api/files/d7a70f99-e16a-48a2-ae27-0b1968b0840c/IGWN-GWTC3p0-v1-GW191109_010717_PEDataRelease_mixed_cosmo.h5,Data file,data-file,h5,,,,,zenodo,,
659,GW191109_010717,https://zenodo.org/record/5546663/files/skymaps.tar.gz,Sky Map,skymap-fits,tar,,,,,,,
660,GW191109_010717,https://data.cardiffgravity.org/gwcat-data/data/waveforms/waveform_GW191109_010717_compress.txt,Simulated waveform (compressed),waveform-compressed,,2021-11-18T00:14:05.228,-0.13157,0.0,,,,
661,GW191109_010717,https://ligo.gravity.cf.ac.uk/~chris.north/gwcat-data/data/png/,Skymaps,skymaps-plot,,2023-06-04T11:38:40.168,,,"{'moll': {'file': 'GW191109_010717_moll.png', 'text': 'Skymap (Mollweide fullsky)'}, 'moll_pretty': {'file': 'GW191109_010717_moll_pretty.png', 'text': 'Skymap (Mollweide fullsky, pretty)'}, 'moll_pretty_black': {'file': 'GW191109_010717_moll_pretty_black.png', 'text': 'Skymap (Mollweide fullsky, pretty black)'}, 'cartzoom': {'file': 'GW191109_010717_cartzoom.png', 'text': 'Skymap (Cartesian zoomed)'}, 'cartzoom_pretty': {'file': 'GW191109_010717_cartzoom_pretty.png', 'text': 'Skymap (Cartesian zoomed, pretty)'}, 'cart': {'file': 'GW191109_010717_cart.png', 'text': 'Skymap (Cartesian fullsky)'}, 'moll_rot': {'file': 'GW191109_010717_moll_rot.png', 'text': 'Skymap (Mollweide fullsky, rotated)'}, 'cart_rot': {'file': 'GW191109_010717_cart_rot.png', 'text': 'Skymap (Cartesian fullsky, rotated)'}}",,,
